neuron,selectivity_shape_minus_color,g_color,g_shape,ratio_color_over_shape_gopt_adjusted
51,0.2842646920977786,1.053537089436676,0.9791014378313669,0.07602445337032937
52,0.559499369610804,1.0037305404965333,1.0014030473001478,0.0023242321886858264
53,-0.0303351423666873,0.9309547391765178,0.9829813512956895,-0.0529273643396605
54,0.2456745193933309,1.0273033876975088,0.9427884189496476,0.08964362209914412
55,0.039735406141354984,0.9977753903434088,1.0584694034792117,-0.05734130144550531
56,0.8934949181703677,1.14683644557121,0.9995106045714811,0.14739797689564726
57,0.7574423887754325,1.0530410680658295,1.0069678378605993,0.04575442081950842
58,-0.025754974223504118,0.9369533754480415,1.0154082314508555,-0.07726434902998314
59,0.7642796395385032,1.0539625481864743,0.9994486977861773,0.054543920584411376
60,-0.023551177355300434,1.0538796212308,0.9687457215612703,0.08788054261776423
61,0.5128753648331541,0.9877579905618685,0.9955536980838042,-0.0078305243975616
62,-0.03994383814561875,1.1062434502904124,1.2195274795741537,-0.09289173977711929
63,0.09080500015138662,1.0129561721909817,0.958629470753887,0.05667121979289291
64,-0.33243218943269054,0.9355597674050379,0.9772031465006267,-0.04261486390488145
65,0.26320470749540203,1.1128396610704716,0.9908017137412761,0.12317090860517
66,0.11510327025040334,0.964380324952565,0.9853635267923201,-0.021294883836466938
67,-0.25428652895029435,0.9732103815707762,0.962830515130692,0.01078057485399131
68,-0.038718387977523236,1.157464242819679,1.0715995910631686,0.08012755181367814
69,-0.37628584337645077,1.0799742720244345,1.0373143804883813,0.04112532549286296
70,0.5497607998126315,1.0317058945646618,1.0131514557315275,0.018313588484871746
71,-0.04859849745583178,1.0316316732821815,1.0119246551935444,0.019474787957259876
72,0.840817023032296,1.089374979661868,0.9434465966416978,0.15467582748134734
73,0.2536044971699963,1.0068513504557557,1.015222730503271,-0.008245855609790409
74,0.11673783486094286,1.0974986679739471,0.9792707500195799,0.12073057216493277
75,-0.08397240954274088,0.940350337566371,0.9975928673759469,-0.05738065265050296
76,0.46801048631684733,1.0854223734880637,0.9828201561545439,0.10439571949242943
77,0.18129374742304644,1.0624543199248215,0.9708020347669353,0.09440883092070917
78,0.41939496632866546,0.91332258131941,1.0005363678774892,-0.0871670329615355
79,0.10907728980505121,1.0757798266786058,1.0897099412863447,-0.012783323414744974
80,-0.14221256510346889,0.968142884256961,0.9526492520692028,0.016263732065173953
81,0.09054930180677839,0.9743281246663846,1.0669187578381805,-0.08678320864778755
82,-0.39505843420646936,1.0559305837635984,1.0599560868423734,-0.0037978017473943027
83,0.36446792979781834,1.0463268928799687,1.0062560242700678,0.03982174282030093
84,0.008323945831326729,1.029490731213291,0.9946486918786217,0.035029492944717244
85,0.29818619641328564,0.9868331134597763,0.9761457800147691,0.010948501406044642
86,0.8098922146387948,1.0304203179486062,1.0160519056113815,0.01414141566770133
87,0.05005280424495609,0.986991260342842,0.9831365331887189,0.0039208462141231415
88,0.3039602352721851,1.0672562371273249,0.9981935385426757,0.06918768346808668
89,0.8037489181984908,1.0148527345613887,1.007915814896304,0.006882439547583941
90,0.2904129547156904,0.9889790837630091,1.023577355254342,-0.033801325628879275
91,-0.03372710836131479,0.9434563965547249,1.0213643250637163,-0.07627829423556087
92,0.06481208901726687,1.029209065276544,1.1149492571081157,-0.07690053272368846
93,0.5609891074575756,1.0375944492558131,0.9915485581308979,0.046438362243869324
94,0.5159720636837516,1.0433050212026123,1.0298998198035065,0.013016024608733634
95,0.5492951704864768,1.0013123577380871,1.0298079218582274,-0.02767075637629013
96,0.07866458585283481,1.0318721137174263,1.0726717008200117,-0.03803548380306654
97,0.5102501928841414,1.0242341984886223,0.8962652587731033,0.14278020760344212
98,0.34614965920343477,1.068641332734838,1.0236259519855229,0.043976396516671956
99,0.6631826978892028,1.0207146440440216,0.9992758416149751,0.021454338768339465
