neuron,selectivity_shape_minus_color,g_color,g_shape,ratio_color_over_shape_gopt_adjusted
0,-0.4920055924800113,0.9908470697227062,1.001600523790782,-0.01073627041184666
1,-0.11910965450321082,1.0042089884180039,0.9604759687688699,0.0455326536749745
2,-0.35356354512903876,1.0273181018071027,1.010918917933545,0.016222056569149768
3,-0.026344981710402726,1.0193384901319151,1.0014180936546737,0.01789501966338869
4,-0.36547740082160146,0.8837665798574099,1.0248808880147933,-0.13768849610473843
5,-0.7832060545165329,0.9782342532547047,1.0910225007491938,-0.10337847974440062
6,0.021817189458805286,1.0101247822719008,1.0141806403049882,-0.003999147560008298
7,-0.049714360892547396,1.0390088209418753,1.1571270781778116,-0.10207889821560578
8,-0.9466940478712849,1.1851897217984033,1.2451923435999372,-0.04818743233516354
9,-0.6439681980487164,0.9566416117678836,0.9730003405867518,-0.016812665049003472
10,-0.03852742196397618,0.9539897477604596,0.9967414567911645,-0.042891472747901616
11,-0.2140291211155705,1.011668484759446,0.9828212635471302,0.029351441897149444
12,-0.7401410580068941,1.0690165793011888,1.103308075996044,-0.03108061786266414
13,0.11543660853784751,0.9791535632876401,1.0693268831892093,-0.08432717938648282
14,-0.8099151608466059,0.9743719958570913,1.0237333551387768,-0.04821700790919914
15,-0.6324204600336175,0.9419413496661523,0.9959812704183553,-0.05425796885663281
16,-0.025489333196627467,0.9880412107048617,0.9986785301083996,-0.010651394901192712
17,0.14632059716945314,1.0107550597153288,0.9963049641741553,0.014503687184914238
18,-0.6248898925348287,1.050324453409756,1.1512990875672664,-0.08770495455771221
19,-0.04355261075806943,0.953391013390527,1.0091608154490384,-0.05526354294051805
20,-0.30114224054661115,1.0365907593302763,1.0611861531801832,-0.023177266096222282
21,-0.5788532383936826,1.0217784293925285,1.0173858071733706,0.004317557988505527
22,-0.22466210615704935,0.9691091996992593,0.9599509121553423,0.00954037068764757
23,0.12404679768578102,1.1051090522451306,1.0345328687589495,0.06822033945695494
24,0.11171707513798895,1.0954674483485032,0.9996377606483519,0.09586441356307085
25,-0.0026633765445076008,1.0024422448838304,0.9946991708155457,0.007784337511740791
26,-0.34974396206017466,1.0429473801408096,0.9331449764795193,0.11766917941885602
27,-0.5456191019902163,0.9980067941463466,1.101787773125375,-0.09419325709573356
28,-0.03146476106648899,1.05560682464932,1.082548597069369,-0.02488735609002657
29,-0.17587906041697418,0.9766847579630861,1.027464169642508,-0.04942207541606103
30,-0.7550692880063861,0.9555873760207672,0.9946729253817668,-0.039294876098048825
31,0.17695126144421022,1.1112449929914607,1.0707221912160163,0.03784623323196934
32,-0.5596271320869735,0.9068439350769134,0.9982851993793749,-0.09159833718782784
33,-0.0679761050980559,0.941522394409851,1.0001488812842374,-0.0586177597869717
34,-0.1748915714887161,0.9248932562015104,1.0650553899996908,-0.13160079289217963
35,-0.0799452792857831,1.0110523446045572,1.0783644836244048,-0.06242058231883507
36,0.11543661559635707,1.1119937479819377,1.0472144640746945,0.06185866040765542
37,0.251822434304831,1.0142176630061785,0.992692292885712,0.021683829193305915
38,-0.21667026065397116,0.9391094152886373,0.9560012282463994,-0.01766923771502804
39,-0.2550355027475604,0.999361673414649,1.0005806194603908,-0.00121823871263671
40,0.4804667336438311,1.0494954073912266,0.9584069972787181,0.09504147024285947
41,0.06611966557192661,1.075018395231401,0.9575357167794134,0.12269273761088262
42,-0.8359972669702562,1.0954422912636594,1.1940898596534586,-0.08261318659748562
43,-0.24638951198476894,0.9351449947579956,1.0317573924348986,-0.09363867744994658
44,-0.1558040127436408,1.0288942733362612,0.9464942601745828,0.08705812240889088
45,-0.06712354837664253,0.9991887955193465,0.958418771762399,0.042538841014074125
46,-0.49711534040706684,0.9871557960040731,0.9744927793343526,0.012994469469909564
47,-0.2433445608560046,0.918658417975189,1.050382890471095,-0.12540614826342278
48,-0.4823304314674025,0.9809931339396714,1.0031666466039686,-0.02210351863206328
49,0.38103508213207377,1.026937444155526,0.9839348426731775,0.043704724761524094
50,-0.4861703956836117,0.9404105097712367,0.9852331963108218,-0.04549449481338719
