state,pc1,pc2,pc3,shape,color
color,5.438378576910466,-0.6511823509596035,-5.074886576513526e-16,0.0,0.0
color,4.980555344794945,-0.1576752720699113,0.3278236226447638,0.0,0.1
color,4.522732112679419,0.33583180681978103,0.6556472452895284,0.0,0.2
color,4.064908880563896,0.8293388857094746,0.9834708679342943,0.0,0.3
color,3.6070856484483733,1.322845964599165,1.3112944905790576,0.0,0.4
color,3.14926241633285,1.8163530434888584,1.6391181132238186,0.0,0.5
color,2.6914391842173266,2.30986012237855,1.9669417358685883,0.0,0.6
color,2.2336159521018053,2.803367201268242,2.294765358513348,0.0,0.7
color,1.7757927199862815,3.296874280157936,2.622588981158115,0.0,0.8
color,1.3179694878707584,3.7903813590476285,2.9504126038028744,0.0,0.9
color,0.8601462557552356,4.283888437937319,3.278236226447638,0.0,1.0
color,4.834692618057572,-1.142209926324719,0.08367970346233425,0.1,0.0
color,4.376869385942048,-0.6487028474350263,0.4115033261070978,0.1,0.1
color,3.919046153826529,-0.15519576854533343,0.7393269487518632,0.1,0.2
color,3.461222921711003,0.33831131034435796,1.0671505713966254,0.1,0.3
color,3.00339968959548,0.8318183892340513,1.3949741940413871,0.1,0.4
color,2.545576457479958,1.3253254681237427,1.7227978166861508,0.1,0.5
color,2.0877532253644357,1.8188325470134352,2.0506214393309143,0.1,0.6
color,1.6299299932489117,2.312339625903126,2.378445061975681,0.1,0.7
color,1.1721067611333889,2.8058467047928204,2.7062686846204453,0.1,0.8
color,0.7142835290178654,3.2993537836825126,3.0340923072652117,0.1,0.9
color,0.25646029690234273,3.7928608625722053,3.3619159299099746,0.1,1.0
color,4.231006659204681,-1.6332375016898337,0.16735940692466852,0.2,0.0
color,3.7731834270891587,-1.1397304228001417,0.4951830295694318,0.2,0.1
color,3.3153601949736347,-0.6462233439104488,0.8230066522141953,0.2,0.2
color,2.85753696285811,-0.15271626502075702,1.1508302748589625,0.2,0.3
color,2.399713730742589,0.3407908138689366,1.4786538975037267,0.2,0.4
color,1.941890498627064,0.8342978927586293,1.8064775201484957,0.2,0.5
color,1.4840672665115413,1.3278049716483202,2.1343011427932517,0.2,0.6
color,1.0262440343960186,1.8213120505380134,2.462124765438016,0.2,0.7
color,0.5684208022804962,2.314819129427706,2.7899483880827747,0.2,0.8
color,0.11059757016497217,2.8083262083173977,3.117772010727548,0.2,0.9
color,-0.34722566195055,3.3018332872070886,3.445595633372303,0.2,1.0
color,3.6273207003517856,-2.1242650770549485,0.2510391103870053,0.3,0.0
color,3.1694974682362638,-1.6307579981652551,0.5788627330317665,0.3,0.1
color,2.7116742361207407,-1.1372509192755647,0.9066863556765314,0.3,0.2
color,2.253851004005218,-0.6437438403858721,1.2345099783212952,0.3,0.3
color,1.7960277718896946,-0.1502367614961783,1.5623336009660553,0.3,0.4
color,1.3382045397741724,0.343270317393512,1.8901572236108208,0.3,0.5
color,0.8803813076586499,0.8367773962832034,2.217980846255589,0.3,0.6
