neuron,selectivity,g_color,g_shape,ratio,log2_ratio
34,-0.07319988426985863,0.9918304521418435,0.9653291916269727,1.0274530810263574,0.039072514280571985
35,0.016372572786130912,0.9480970010481548,1.0448799693031934,0.9073740801831157,-0.14023064626920748
36,0.11742762606665408,0.999883189316437,0.9946598975642967,1.0052513344158398,0.007556251237837542
37,-0.12592315157419756,0.9864731950318909,1.025342566525742,0.9620913314605499,-0.05575423915519089
38,-0.4610165988112527,0.9895594327043534,0.9782084776165734,1.011603819990832,0.01664438998985081
39,0.15921804464747896,0.9969098249989434,0.9565506695376818,1.0421923864009481,0.059621620502213944
40,0.48687661260316245,0.9947205512083307,0.9999999002161473,0.9947206504653948,-0.0076366674953002745
41,-0.05574940909386594,0.999771416544201,0.963219129302604,1.0379480495450957,0.05373423701056919
42,-0.5442442397847336,0.9826595399441417,1.0977421103845286,0.8951642928228654,-0.15977560503730254
43,-0.6687316292816969,1.0101953753627808,0.858969170893584,1.1760554506417273,0.23395608439184173
44,-0.21855880571791553,0.9702582715689178,1.0007030412051665,0.9695766192540465,-0.04457318536377241
45,-0.25081930248759127,0.9806316532220992,1.0288354601758465,0.9531472146717594,-0.06922903765201
46,-0.7798914096650739,0.9959867623179639,1.0538391602274326,0.9451031997169961,-0.08145622312940597
47,-0.16288970039213763,0.9947318952184077,0.9557621087901091,1.0407735210151712,0.05765616310796408
48,-0.37058959033354805,0.9830095857437628,1.0139824769660206,0.9694542145196605,-0.044755330691674026
49,0.21986035915599256,0.9451339375038174,1.0057844270438339,0.9396983211221334,-0.08973042371022574
50,-0.31511286061821253,1.0079913284420001,0.965824515097316,1.043658876623557,0.0616502392803331
51,-0.7867303211598146,1.0052065921102409,0.9919822131199254,1.0133312662418712,0.019105880001346238
52,-0.39232086421495416,0.9777239399022827,1.0051178070812563,0.9727456155030274,-0.03986552239423753
53,0.09736302071324114,1.0033125392973383,0.9803840218051706,1.0233872819040097,0.03335220954909534
54,-0.21728837916717764,1.0040011647681162,0.91284546445637,1.0998588521945856,0.13731839074562416
55,-0.2972500684234935,0.9996994624066955,0.9308839525086504,1.0739249073018386,0.1028931184157157
56,-0.5947687983358907,0.9968452395080758,0.9568483723696655,1.0418006324652203,0.05907921804513836
57,0.29017063028282486,1.003148100913986,1.0050627678740713,0.9980949777254874,-0.0027509873670910003
58,0.0007798588271164947,1.0063139005079293,0.9832364092569524,1.0234709486281062,0.033470151833722636
59,0.23078915059647126,0.9921836989554599,1.0013880613774224,0.9908083960884327,-0.013322000885421818
60,-0.19218252477513895,0.9832974948225676,0.8556003446590351,1.1492485959835275,0.20069090364104308
61,-0.045895819312742336,1.0236501083882665,0.8684757096614381,1.1786744257788653,0.23716527117660963
62,-0.023616060325105312,0.9858320557976614,0.9796269724560034,1.0063341287205425,0.009109396409343933
63,0.15641671023946874,0.8955193702269998,1.0020793043105738,0.8936611766902216,-0.16220014419753417
64,-0.07423722811569117,0.9700841548656173,0.9715644761848601,0.998476352979625,-0.0021998343117583187
65,0.28333958034605633,1.0343165103332606,0.9734533218966087,1.0625229654751271,0.08749402413882314
66,0.6544282462247406,0.9056331098742836,1.0389269536365289,0.8717004662401412,-0.19809561367724746
67,-0.007920003010632143,0.9311264898288533,1.0258622070079086,0.9076525906385858,-0.13978789172178896
68,0.21689787308174746,0.9877162734384934,0.9977318524653582,0.9899616525200567,-0.014555453322034038
69,0.5916167840152424,0.9349454536555456,1.0038199466696829,0.9313876026845553,-0.10254641571875565
70,0.4255921009024219,0.941163871392747,1.0018305412592976,0.9394441800603999,-0.09012065281893235
71,-0.12831667726623155,0.994192228975238,0.9634236445626592,1.0319367129779278,0.04535449530322233
72,-0.06840656143666252,1.0073386921883336,0.9514758769471005,1.058711751495388,0.0823098496758354
73,0.9449707728401285,0.9145575668130296,0.9999999906172512,0.914557575394179,-0.12885409809982004
74,0.17644075896414135,0.9897819097577766,0.972727010781061,1.0175330784358538,0.025075695051396847
75,0.18685798532461634,1.0451767238685354,0.9348332173782687,1.1180355002784412,0.16096599789714314
76,0.10033065784728801,0.9950687479545637,0.9952484699814111,0.9998194199415844,-0.0002605454801267017
77,0.6967640796821157,0.9166260299553098,1.0125029094630447,0.9053070577757786,-0.14352089319302833
78,0.24455076112183988,0.9868292854397707,0.9449637268862108,1.0443038789345582,0.0625415786134378
79,0.7786808020231121,0.847275688883462,0.9999999860950604,0.8472757006649323,-0.23909660081811948
80,-0.16305528133809277,1.0097019078087341,0.9104224099099878,1.1090477308312885,0.1493214570701972
81,0.0013613412564081606,0.8919031154659108,0.9984192553049837,0.8933152187590483,-0.16275875459570918
82,-0.16356302499670558,0.9817706701856623,0.9380129471410447,1.04664938067,0.06577823168147597
83,0.19817745560235395,0.9405940267377223,1.033460214570892,0.910140529336546,-0.1358387744945779
84,0.09839309644869186,0.92240946964039,0.9999999394025881,0.9224095255360975,-0.1165206834016545
85,0.2593834939259316,0.9980486010285442,1.0068246395612954,0.9912834487875003,-0.012630452521504786
86,0.47012739166038553,0.9386225759706339,0.9854100367124323,0.9525198049556657,-0.07017900520604355
87,-0.03143458964224066,0.9886843390103146,0.9980427634252129,0.9906232230142409,-0.013591652660476735
88,0.06175343509115483,1.0365054762389334,0.9535326770609993,1.0870162094849103,0.1203734538602861
89,0.09533810896113804,0.9657826553957167,1.0099805818684262,0.9562388354131509,-0.06455709631299528
90,0.5186914107611154,0.9808530385794291,0.9999999590972553,0.9808530786990314,-0.027891042547214792
91,0.544289341433892,0.9010741949407247,1.028237547043897,0.87632881869697,-0.1904557911656578
92,-0.19900831918364253,0.9788416520942819,0.9339968536922444,1.0480138645271775,0.0676578028985447
93,0.5370501017683673,0.8199406619334827,0.9999999832468293,0.8199406756702688,-0.28640856322057257
94,0.6960479305106413,0.8776336457883869,0.9986991701707122,0.8787767848435182,-0.18643133713518503
95,0.40188833981267613,0.9824601841796107,0.9802881312068761,1.0022157291347171,0.003193085233532745
96,-0.2374072093338015,0.9832548868903036,0.9309453213283877,1.056189729260595,0.0788690173448911
97,0.4340438733870149,0.9288628963427866,1.0292555153145149,0.9024609365916749,-0.1480636092090636
98,0.8062332300624206,0.9495526085542138,0.9964755135703735,0.9529111309037712,-0.06958642113278678
99,0.2796516633160229,0.9902563015269409,0.9881602413285202,1.0021211743913119,0.003056966740414646
100,0.20611595498050236,1.004630698170384,0.9672012317519796,1.0386987373357315,0.054777277749921166
101,0.16114205110403274,1.0202490589134,0.9570574635524921,1.0660269605194672,0.09224392526020399
102,0.17768272333478796,0.9733671059962582,1.0209487521829876,0.9533946771716562,-0.0688545240628366
103,0.8146871224803947,0.8423033325860516,1.0074817977921833,0.8360481890909163,-0.25834199449645207
104,-0.026257191143805914,1.0043001126870283,0.9044528382521676,1.1103952248385918,0.1510732688532927
105,0.7590281959174221,0.9918497335172114,0.9896165174768959,1.0022566479043893,0.0032519868245645994
106,0.042955866779022356,0.9938453351962953,1.016937072416395,0.9772928553335087,-0.03313715027019716
107,0.14852140663361263,1.0067704077627293,0.9984658695834469,1.0083172979991182,0.011949698577380046
108,0.837264021859334,0.9528805801320847,1.0004730601715972,0.9524300234218178,-0.07031499553168057
109,0.7767264870934139,0.8342960695656088,0.9981964460543156,0.8358034862412,-0.2587643185524756
110,-0.3937216323815712,0.9940349017381591,0.949713809979194,1.046667839609376,0.06580367514512372
111,0.08396445184542234,0.9904043890232183,1.0097774214748618,0.9808145517619827,-0.027947711291873442
112,-0.3855909167247176,1.0066066974456271,0.9696911927692163,1.0380693409939619,0.05390281611089663
113,0.4594758724987823,0.9675546493708698,0.9834241608234775,0.9838630043019249,-0.023470650027894575
114,0.598657360167899,1.0160126466613193,0.9771213897568514,1.039801868337061,0.05630865259788036
115,0.023071468961382735,1.0088402309047573,1.011117824706865,0.9977474496577431,-0.0032534088188977024
116,0.027154816279841676,0.9547509838240674,0.994684949539723,0.9598526490884433,-0.059115146080379134
117,-0.13557555152751566,1.016819538764389,0.9236543056419314,1.1008659111458456,0.13863875490972052
118,-0.3026834957723041,1.0243295329767146,0.8806742903490706,1.1631196052862411,0.2179994588756478
119,-0.16249602516934644,1.0060919985381125,0.9346563210971833,1.0764298874660103,0.10625435359783525
