neuron,selectivity_shape_minus_color,gact_color_robust,gact_shape_robust,robust_ratio_color_over_shape,symmetric_relative_change,floor_color,floor_shape
0,0.4920055924800113,0.4726263547873688,0.4489463913192262,1.0527456371739763,0.025695164671653534,0.11403264432738983,0.04605990386322367
1,0.11910965450321082,1.6383892777355489,0.6077273772488184,2.695928041204661,0.4588639232958471,0.11403264432738983,0.04605990386322367
2,0.35356354512903876,0.6438557452926807,0.36626581190631546,1.757892012742948,0.27480844400136356,0.11403264432738983,0.04605990386322367
3,0.026344981710402726,0.9624360718818895,1.1622027275215812,0.8281137611279523,-0.09402381981148306,0.11403264432738983,0.04605990386322367
4,0.36547740082160146,0.3901531490730346,0.7456139412172237,0.5232642893393084,-0.312969793880041,0.11403264432738983,0.04605990386322367
5,0.7832060545165329,0.07494294091811896,0.6869040800862489,0.10910248328791392,-0.8032598701515671,0.11403264432738983,0.04605990386322367
6,-0.021817189458805286,0.8719821907252874,10.84017125115287,0.08043989071044151,-0.8510978881803513,0.11403264432738983,0.04605990386322367
7,0.049714360892547396,3.5545842543363766,1.0566650030745481,3.3639651582955237,0.5417011989206136,0.11403264432738983,0.04605990386322367
8,0.9466940478712849,1.9078357943569901,1.329815762974284,1.4346617384715488,0.17853064826376097,0.11403264432738983,0.04605990386322367
9,0.6439681980487164,0.16256030999274743,0.6194512015773581,0.26242633734270704,-0.5842508515848968,0.11403264432738983,0.04605990386322367
10,0.03852742196397618,0.8950128601941191,5.669801500639304,0.15785611896519539,-0.7273303368533156,0.11403264432738983,0.04605990386322367
11,0.2140291211155705,3.385671440725616,0.8028071455411765,4.217291113470471,0.6166593052791371,0.11403264432738983,0.04605990386322367
12,0.7401410580068941,1.985950209872955,1.1183024666609225,1.7758614230735963,0.27950293794400277,0.11403264432738983,0.04605990386322367
13,-0.11543660853784751,0.09181094816185567,1.110999243066333,0.08263817345939577,-0.8473392579613392,0.11403264432738983,0.04605990386322367
14,0.8099151608466059,0.5433677927762309,0.12481041755850623,4.353545187982148,0.6264157806154943,0.11403264432738983,0.04605990386322367
15,0.6324204600336175,0.008761503607670229,0.7013782326740681,0.012491838496689169,-0.9753245645595534,0.11403264432738983,0.04605990386322367
16,0.025489333196627467,0.8291625655539602,5.516374956030688,0.150309319464831,-0.7386627806599855,0.11403264432738983,0.04605990386322367
17,-0.14632059716945314,0.7063882901820383,0.3516766957195182,2.0086297977032115,0.3352455654318265,0.11403264432738983,0.04605990386322367
18,0.6248898925348287,4.691753469345172,0.629203079132365,7.456660059272715,0.7635000123003154,0.11403264432738983,0.04605990386322367
19,0.04355261075806943,0.8970586438495014,3.1650912956505626,0.28342267570036517,-0.5583330712995871,0.11403264432738983,0.04605990386322367
20,0.30114224054661115,3.5801834066670017,0.7752547118184546,4.618073714462987,0.644006095033966,0.11403264432738983,0.04605990386322367
21,0.5788532383936826,4.734748239167647,0.7142374657055327,6.629095317037135,0.7378457186748942,0.11403264432738983,0.04605990386322367
22,0.22466210615704935,0.5438878437060851,0.351650396823001,1.5466720601435804,0.21466134910028536,0.11403264432738983,0.04605990386322367
23,-0.12404679768578102,0.9433398120925214,4.791198889966735,0.19689013830500243,-0.6709971416692658,0.11403264432738983,0.04605990386322367
24,-0.11171707513798895,1.0986817760812715,4.100251624843376,0.26795472000403675,-0.5773433928250915,0.11403264432738983,0.04605990386322367
25,0.0026633765445076008,0.659814236338716,0.08960878631774795,7.363276118836013,0.7608592647701321,0.11403264432738983,0.04605990386322367
26,0.34974396206017466,0.8730558609301199,0.03747001593400483,23.30011981965834,0.9176958790814131,0.11403264432738983,0.04605990386322367
27,0.5456191019902163,2.7325998084553844,0.7300274428351404,3.7431466930055324,0.5783389953028599,0.11403264432738983,0.04605990386322367
28,0.03146476106648899,2.641186748451437,1.0107511201855166,2.6130930707888322,0.44645765807456533,0.11403264432738983,0.04605990386322367
29,0.17587906041697418,0.20602793069372033,0.6602693850948694,0.3120361709089474,-0.5243482187026391,0.11403264432738983,0.04605990386322367
30,0.7550692880063861,0.402161875361294,0.029951025149629686,13.427315871117655,0.8613740755499467,0.11403264432738983,0.04605990386322367
31,-0.17695126144421022,1.0789989750623399,2.128415734278358,0.5069493509582933,-0.3271846188643951,0.11403264432738983,0.04605990386322367
32,0.5596271320869735,0.6616015810216044,0.4478493860946183,1.4772858946832381,0.19266484167605524,0.11403264432738983,0.04605990386322367
33,0.0679761050980559,0.4579370464707222,0.2614464485909029,1.751551986791473,0.27313748401013016,0.11403264432738983,0.04605990386322367
34,0.1748915714887161,0.13048260756619123,0.9324828346033427,0.13993030512090412,-0.7544932273616517,0.11403264432738983,0.04605990386322367
35,0.0799452792857831,1.6776392198957704,1.1395077052983718,1.4722491231027002,0.19102003867268036,0.11403264432738983,0.04605990386322367
36,-0.11543661559635707,1.022288351715774,4.897021216714679,0.20875718247375688,-0.6545920297298563,0.11403264432738983,0.04605990386322367
37,-0.251822434304831,0.9423863619633258,0.42476984758990094,2.2185811147097834,0.37860817275752134,0.11403264432738983,0.04605990386322367
38,0.21667026065397116,0.5409928237625992,0.40895535671736233,1.3228652342489498,0.13899438912382137,0.11403264432738983,0.04605990386322367
39,0.2550355027475604,2.757327911789267,0.6305098212983243,4.3731720246753625,0.6277803891604883,0.11403264432738983,0.04605990386322367
40,-0.4804667336438311,0.3506323773350985,0.8310175015123586,0.4219313993947961,-0.4065376155629158,0.11403264432738983,0.04605990386322367
41,-0.06611966557192661,0.5976083871758627,0.26209308403901066,2.2801379493273197,0.39026954631394745,0.11403264432738983,0.04605990386322367
42,0.8359972669702562,1.8813226530020979,1.2405286345612494,1.5165491554058066,0.20526090432090785,0.11403264432738983,0.04605990386322367
43,0.24638951198476894,0.8026480180889578,0.43464044028201093,1.8466942872741505,0.29743070447062386,0.11403264432738983,0.04605990386322367
44,0.1558040127436408,0.30639069774039307,0.2902036172845229,1.0557783552330577,0.02713247519827109,0.11403264432738983,0.04605990386322367
45,0.06712354837664253,0.33205766673690496,0.685776705797303,0.4842066870007801,-0.34752121622632903,0.11403264432738983,0.04605990386322367
46,0.49711534040706684,0.2858827849867944,0.6462719147524808,0.4423568136886219,-0.3866194418867394,0.11403264432738983,0.04605990386322367
47,0.2433445608560046,0.06573537236392972,0.9241324595351242,0.07113198079518397,-0.8671835365368921,0.11403264432738983,0.04605990386322367
48,0.4823304314674025,0.5515418777340837,0.7180672711537488,0.7680922107021118,-0.13116272324077757,0.11403264432738983,0.04605990386322367
49,-0.38103508213207377,0.7049381818835957,4.45934834727389,0.15808098560283673,-0.7269949380601217,0.11403264432738983,0.04605990386322367
50,0.4861703956836117,0.5573022171405753,0.7518635850046418,0.7412278347492962,-0.14861476487172745,0.11403264432738983,0.04605990386322367
51,-0.2842646920977786,0.9126074511675377,0.004860051313605146,187.77732828149826,0.9894055074409577,0.11403264432738983,0.04605990386322367
52,-0.559499369610804,0.8668309412107308,0.604889997043458,1.4330389747658874,0.17798275295166965,0.11403264432738983,0.04605990386322367
53,0.0303351423666873,0.030226657888346577,0.3824411308076517,0.07903610635298013,-0.8535060951362962,0.11403264432738983,0.04605990386322367
54,-0.2456745193933309,0.3587068594931437,0.10025362328070607,3.5779939692074874,0.5631274279864872,0.11403264432738983,0.04605990386322367
55,-0.039735406141354984,0.6161468067111965,0.5912838113746658,1.0420491730996069,0.020591655507233502,0.11403264432738983,0.04605990386322367
56,-0.8934949181703677,0.949424799725427,4.096184855270359,0.23178270348410113,-0.6236630002538189,0.11403264432738983,0.04605990386322367
57,-0.7574423887754325,0.7867727164618058,0.309458850094064,2.5424146577812,0.4354133569305313,0.11403264432738983,0.04605990386322367
58,0.025754974223504118,0.452863078758535,0.4046016476474017,1.119281350905601,0.05628386757478035,0.11403264432738983,0.04605990386322367
59,-0.7642796395385032,0.974127682424972,7.170281208329399,0.13585627315330884,-0.7607861551422856,0.11403264432738983,0.04605990386322367
60,0.023551177355300434,0.8150195547461382,0.5517899756246478,1.477046685782987,0.1925868771560945,0.11403264432738983,0.04605990386322367
61,-0.5128753648331541,0.7128894396553898,0.05288409580997128,13.480223661259885,0.8618805864627733,0.11403264432738983,0.04605990386322367
62,0.03994383814561875,5.743566473073067,0.9136902166567747,6.2861201404593094,0.725505486947292,0.11403264432738983,0.04605990386322367
63,-0.09080500015138662,0.5872183435944998,0.3402180624521255,1.7260057839386629,0.2663258413533644,0.11403264432738983,0.04605990386322367
64,0.33243218943269054,0.4033913883644879,0.5232846776901385,0.7708832411152388,-0.12937993514386686,0.11403264432738983,0.04605990386322367
65,-0.26320470749540203,0.8884865211258282,0.5163126583169685,1.7208304053987735,0.2649302962692609,0.11403264432738983,0.04605990386322367
66,-0.11510327025040334,0.7561987220012945,0.0732203115848777,10.32771789169968,0.823441930748308,0.11403264432738983,0.04605990386322367
67,0.25428652895029435,0.13001749269779173,0.2989386790255192,0.4349303111968918,-0.39379591077731996,0.11403264432738983,0.04605990386322367
68,0.038718387977523236,2.4127559228346827,1.0973711412608362,2.1986690118899266,0.3747399332144738,0.11403264432738983,0.04605990386322367
69,0.37628584337645077,2.2913066418738093,0.9510127263767191,2.409333312079946,0.4133750452287692,0.11403264432738983,0.04605990386322367
70,-0.5497607998126315,0.9048986598274581,7.023425942867579,0.12884006568706982,-0.7717301686865228,0.11403264432738983,0.04605990386322367
71,0.04859849745583178,0.765348760987383,9.630594782322175,0.07947056005223792,-0.8527601159434232,0.11403264432738983,0.04605990386322367
72,-0.840817023032296,0.7122820678624725,0.3627047465382914,1.9638068557377202,0.3251921945840078,0.11403264432738983,0.04605990386322367
73,-0.2536044971699963,0.43848327472477805,0.858103974383568,0.5109908447158261,-0.32363475728072794,0.11403264432738983,0.04605990386322367
74,-0.11673783486094286,0.8152629067163991,0.30471426295599124,2.675499659270853,0.4558562956326109,0.11403264432738983,0.04605990386322367
75,0.08397240954274088,0.13943766241099897,0.5739502038218491,0.24294383290094046,-0.6090831677650335,0.11403264432738983,0.04605990386322367
76,-0.46801048631684733,0.5038363247893883,1.6934521294080245,0.2975202641040792,-0.5414017455676372,0.11403264432738983,0.04605990386322367
77,-0.18129374742304644,0.7469307910345448,0.33365363844170903,2.238641228433056,0.38245706797086065,0.11403264432738983,0.04605990386322367
78,-0.41939496632866546,0.31843800180999554,0.49785136201324764,0.6396246472473895,-0.21979137319971495,0.11403264432738983,0.04605990386322367
79,-0.10907728980505121,0.8436701264920232,3.012864051876964,0.2800226336021205,-0.5624723715794419,0.11403264432738983,0.04605990386322367
80,0.14221256510346889,0.2654034024139352,0.6047536510518977,0.4388620092691601,-0.38998735605939355,0.11403264432738983,0.04605990386322367
81,-0.09054930180677839,0.11226673389730953,0.10042132652471869,1.1179570892101005,0.05569380504496014,0.11403264432738983,0.04605990386322367
82,0.39505843420646936,3.936908195780873,1.017707545013768,3.868408183731942,0.5891881032732365,0.11403264432738983,0.04605990386322367
83,-0.36446792979781834,0.8770833109704486,2.413400938014175,0.36342213063519313,-0.46689712236651365,0.11403264432738983,0.04605990386322367
84,-0.008323945831326729,0.8158142586557418,0.8741314934118755,0.9332855123095435,-0.0345083471967956,0.11403264432738983,0.04605990386322367
85,-0.29818619641328564,0.31012558537016377,0.09958784692863056,3.1140906740287355,0.5138658434011975,0.11403264432738983,0.04605990386322367
86,-0.8098922146387948,0.9635980230736956,15.304746515762448,0.06296073065184173,-0.8815370524304039,0.11403264432738983,0.04605990386322367
87,-0.05005280424495609,0.7045025293489225,0.3179563581033876,2.2157208415301723,0.3780554660816973,0.11403264432738983,0.04605990386322367
88,-0.3039602352721851,0.8891811567490285,1.0623611401003097,0.8369857698901089,-0.08874006145333478,0.11403264432738983,0.04605990386322367
89,-0.8037489181984908,0.911628807255004,3.9958967457748202,0.2281412321824165,-0.628477204079969,0.11403264432738983,0.04605990386322367
90,-0.2904129547156904,0.3163998777116144,1.008321040693798,0.3137888281033931,-0.5223146652009827,0.11403264432738983,0.04605990386322367
91,0.03372710836131479,0.4943869927117155,0.49838663007477313,0.9919748301364956,-0.00402875063484014,0.11403264432738983,0.04605990386322367
92,-0.06481208901726687,2.687914078287781,1.0529067001981478,2.5528511479501326,0.43707182859237487,0.11403264432738983,0.04605990386322367
93,-0.5609891074575756,0.44325109116409994,0.36705994579878587,1.207571395997189,0.09402703639677783,0.11403264432738983,0.04605990386322367
94,-0.5159720636837516,1.0890225601276882,1.8705806399046927,0.5821842356834145,-0.2640752921770694,0.11403264432738983,0.04605990386322367
95,-0.5492951704864768,0.9237399728307253,8.329268350056644,0.11090289494927034,-0.8003373734040097,0.11403264432738983,0.04605990386322367
96,-0.07866458585283481,3.3827473726217057,1.090855451903793,3.10100423178427,0.5123145729774289,0.11403264432738983,0.04605990386322367
97,-0.5102501928841414,5.7707200222094635,0.20402740798786864,28.28404320327543,0.9317034199781745,0.11403264432738983,0.04605990386322367
98,-0.34614965920343477,0.8183182158239566,26.675975542122103,0.030676224550130467,-0.940473596228459,0.11403264432738983,0.04605990386322367
