0.734721,0.265279
0.55596,0.44404
0.660102,0.339898
0.619707,0.380293
0.703143,0.296857
0.857208,0.142792
0.48752,0.51248
0.872978,0.127022
1,0
0.963267,0.0367327
0.550928,0.449072
0.596609,0.403391
0.79747,0.20253
0.390818,0.609182
0.988975,0.0110246
0.904126,0.0958741
0.526878,0.473122
0.354728,0.645272
0.729211,0.270789
0.536212,0.463788
0.785888,0.214112
0.890238,0.109762
0.668716,0.331284
0,1
0.410117,0.589883
0.501466,0.498534
0.649824,0.350176
0.885765,0.114235
0.520055,0.479945
0.948836,0.0511636
0.943232,0.0567683
0.33423,0.66577
0.7986,0.2014
0.538335,0.461665
0.597464,0.402536
0.556626,0.443374
0.383859,0.616141
0.300312,0.699688
0.602847,0.397153
0.927974,0.0720264
0,1
0.410013,0.589987
0.898393,0.101607
0.606963,0.393037
0.57798,0.42202
0.542869,0.457131
0.708248,0.291752
0.977589,0.0224111
0.808031,0.191969
0.0518749,0.948125
0.930133,0.0698671
0.253211,0.746789
0.287522,0.712478
0.638802,0.361198
0.376543,0.623457
0.448503,0.551497
0.0555952,0.944405
0.0895629,0.910437
0.525568,0.474432
0.180043,0.819957
0.518956,0.481044
0.196974,0.803026
0.533468,0.466532
0.409411,0.590589
0.83162,0.16838
0.0345297,0.96547
0.421318,0.578682
0.87722,0.12278
0.885256,0.114744
0.957788,0.0422119
0.270324,0.729676
0.527517,0.472483
0.112609,0.887391
0.308965,0.691035
0.439704,0.560296
0.54977,0.45023
0.29045,0.70955
0.339772,0.660228
0.330349,0.669651
0.416615,0.583385
0.676252,0.323748
0.442355,0.557645
0.878378,0.121622
0.0705637,0.929436
0.494275,0.505725
0.36613,0.63387
0.161752,0.838248
0.397136,0.602864
0.33902,0.66098
0.0320257,0.967974
0.370954,0.629046
0.534768,0.465232
0.456221,0.543779
0.288936,0.711064
0,1
0.15522,0.84478
0.425415,0.574585
0.262771,0.737229
0.252389,0.747611
0.129167,0.870833
