# theta_degrees,signal_th,noise_th,fisher_th,signal_emp,noise_emp,fisher_emp
-1.800000000000000000e+01,2.512523603298538966e+00,2.622685907204803435e+00,9.579963793591765864e-01,2.498872137094084955e+00,2.606794034147905670e+00,9.585997606101251955e-01
-1.700000000000000000e+01,2.540329961882004550e+00,2.640527103521217445e+00,9.620541135496782914e-01,2.526989770440928318e+00,2.624748877370580047e+00,9.627548723717962442e-01
-1.600000000000000000e+01,2.566733466883925008e+00,2.657461102707544764e+00,9.658592798475272856e-01,2.553716866112448525e+00,2.641807689636329837e+00,9.666550961035290657e-01
-1.500000000000000000e+01,2.591701949700611074e+00,2.673467273294253932e+00,9.694159998102795939e-01,2.579020861259562647e+00,2.657949687410119388e+00,9.703046199390387150e-01
-1.400000000000000000e+01,2.615204990081846592e+00,2.688526114228053654e+00,9.727281339176206965e-01,2.602870926861970080e+00,2.673155204154143760e+00,9.737073712805937031e-01
-1.300000000000000000e+01,2.637213953193288773e+00,2.702619278630898680e+00,9.757992825868010422e-01,2.625238005288550447e+00,2.687405714288480851e+00,9.768670176336251565e-01
-1.200000000000000000e+01,2.657702024503612925e+00,2.715729596152849812e+00,9.786327873984803638e-01,2.646094845699631382e+00,2.700683855761655039e+00,9.797869676802180017e-01
-1.100000000000000000e+01,2.676644242453873002e+00,2.727841093891496538e+00,9.812317324670158936e-01,2.665416037247915426e+00,2.712973451203623654e+00,9.824703725225880646e-01
-1.000000000000000000e+01,2.694017528869318667e+00,2.738939015852476899e+00,9.835989458972393962e-01,2.683178040037703660e+00,2.724259527635405576e+00,9.849201270360024019e-01
-9.000000000000000000e+00,2.709800717076603416e+00,2.749009840927388648e+00,9.857370012769550716e-01,2.699359213804628066e+00,2.734528334711357811e+00,9.871388712779815000e-01
-8.000000000000000000e+00,2.723974577692110710e+00,2.758041299367164800e+00,9.876482191608694228e-01,2.713939844280965907e+00,2.743767361471844080e+00,9.891289919073613657e-01
-7.000000000000000000e+00,2.736521842049995712e+00,2.766022387730888266e+00,9.893346685074760893e-01,2.726902167214458661e+00,2.751965351585920594e+00,9.908926235728156007e-01
-6.000000000000000000e+00,2.747427223241397876e+00,2.772943382291782388e+00,9.907981680356935383e-01,2.738230390011308746e+00,2.759112317065438358e+00,9.924316502358485614e-01
-5.000000000000000000e+00,2.756677434739180477e+00,2.778795850884069107e+00,9.920402874727728415e-01,2.747910710977010673e+00,2.765199550433865561e+00,9.937477063982083081e-01
-4.000000000000000000e+00,2.764261206585514330e+00,2.783572663176272943e+00,9.930623486693095359e-01,2.755931336131608678e+00,2.770219635335007702e+00,9.948421782081292575e-01
-3.000000000000000000e+00,2.770169299122603679e+00,2.787267999358428838e+00,9.938654265611484018e-01,2.762282493578836373e+00,2.774166455568699341e+00,9.957162044238521137e-01
-2.000000000000000000e+00,2.774394514249755250e+00,2.789877357232618316e+00,9.944503499615405806e-01,2.766956445411666188e+00,2.777035202542446068e+00,9.963706772166400771e-01
-1.000000000000000000e+00,2.776931704193189798e+00,2.791397557698216847e+00,9.948177021703222822e-01,2.769947497139753523e+00,2.778822381129956831e+00,9.968062427989390351e-01
0.000000000000000000e+00,2.777777777777780344e+00,2.791826748625124921e+00,9.949678213899687540e-01,2.771252004627305254e+00,2.779525813929417222e+00,9.970233018665816127e-01
1.000000000000000000e+00,2.776931704193189798e+00,2.791164407110305667e+00,9.949008009414067599e-01,2.770868378532891363e+00,2.779144643916315438e+00,9.970220098469717573e-01
2.000000000000000000e+00,2.774394514249757471e+00,2.789411340114875681e+00,9.946164892752964448e-01,2.768797086245816441e+00,2.777679335487597712e+00,9.968022769481337253e-01
3.000000000000000000e+00,2.770169299122603679e+00,2.786569683480924819e+00,9.941144897773257494e-01,2.765040651316670761e+00,2.775131673895872453e+00,9.963637680063536228e-01
4.000000000000000000e+00,2.764261206585516550e+00,2.782642899329340391e+00,9.933941603688155597e-01,2.759603650382783879e+00,2.771504763074350564e+00,9.957059021329751625e-01
5.000000000000000000e+00,2.756677434739180033e+00,2.777635771841733714e+00,9.924546129067681743e-01,2.752492707592289811e+00,2.766803021855187339e+00,9.948278521637213823e-01
6.000000000000000000e+00,2.747427223241397876e+00,2.771554401431662651e+00,9.912947123903460556e-01,2.743716486533617438e+00,2.761032178585807628e+00,9.937285439168408452e-01
7.000000000000000000e+00,2.736521842049994824e+00,2.764406197312205826e+00,9.899130759837961868e-01,2.733285679680255154e+00,2.754199264149806758e+00,9.924066552693646681e-01
8.000000000000000000e+00,2.723974577692111598e+00,2.756199868468989234e+00,9.883080718689758459e-01,2.721212995363612386e+00,2.746312603400895558e+00,9.908606150639220900e-01
9.000000000000000000e+00,2.709800717076605636e+00,2.746945413049619145e+00,9.864778179440500949e-01,2.707513142289874608e+00,2.737381805020348224e+00,9.890886018619343689e-01
1.000000000000000000e+01,2.694017528869318223e+00,2.736654106182481172e+00,9.844201803885843649e-01,2.692202811619705649e+00,2.727417749810308489e+00,9.870885425626301224e-01
1.100000000000000000e+01,2.676644242453874334e+00,2.725338486239744729e+00,9.821327721192328886e-01,2.675300656632661589e+00,2.716432577437203566e+00,9.848581109112792831e-01
1.200000000000000000e+01,2.657702024503613814e+00,2.713012339561267083e+00,9.796129511646092247e-01,2.656827270001012486e+00,2.704439671641436505e+00,9.823947259243072105e-01
1.300000000000000000e+01,2.637213953193290106e+00,2.699690683658081181e+00,9.768578189927539235e-01,2.636805158700759044e+00,2.691453643931350559e+00,9.796955502637720858e-01
1.400000000000000000e+01,2.615204990081846148e+00,2.685389748915861574e+00,9.738642188299295732e-01,2.615258716590351806e+00,2.677490315781368313e+00,9.767574885988502542e-01
1.500000000000000000e+01,2.591701949700611074e+00,2.670126958820700391e+00,9.706287340154317045e-01,2.592214194690530160e+00,2.662566699355954913e+00,9.735771859978410436e-01
1.600000000000000000e+01,2.566733466883925896e+00,2.653920908731275841e+00,9.671476864436663323e-01,2.567699669201490398e+00,2.646700976782916825e+00,9.701510264006275586e-01
1.700000000000000000e+01,2.540329961882003662e+00,2.636791343223271245e+00,9.634171351520931514e-01,2.541745007296366321e+00,2.629912478001282583e+00,9.664751312287308549e-01
1.800000000000000000e+01,2.512523603298537633e+00,2.618759132033653625e+00,9.594328751218076379e-01,2.514381830732684175e+00,2.612221657210747061e+00,9.625453581980736306e-01
1.900000000000000000e+01,2.483348268898226685e+00,2.599846244634105297e+00,9.551904363666420261e-01,2.485643477326110240e+00,2.593650067951382532e+00,9.583573004084616764e-01
2.000000000000000000e+01,2.452839504331916665e+00,2.580075723464614779e+00,9.506850833967613879e-01,2.455564960333465496e+00,2.574220336843966894e+00,9.539062857937115059e-01
2.100000000000000000e+01,2.421034479829716979e+00,2.559471655859813843e+00,9.459118151540572006e-01,2.424182925794466481e+00,2.553956136022933698e+00,9.491873770273312472e-01
2.200000000000000000e+01,2.387971944914795586e+00,2.538059144702267567e+00,9.408653655291085993e-01,2.391535607884165859e+00,2.532882154295522881e+00,9.441953719908969811e-01
2.300000000000000000e+01,2.353692181193055344e+00,2.515864277838472329e+00,9.355402045833932645e-01,2.357662782330507412e+00,2.511024067062271659e+00,9.389248049258298590e-01
2.400000000000000000e+01,2.318236953276195500e+00,2.492914096294847504e+00,9.299305406157917231e-01,2.322605717953713622e+00,2.488408505035492269e+00,9.333699484042657923e-01
2.500000000000000000e+01,2.281649457897972688e+00,2.469236561332398328e+00,9.240303232294585500e-01,2.286407126386604816e+00,2.465063021793854947e+00,9.275248162713340960e-01
2.600000000000000000e+01,2.243974271285637201e+00,2.444860520380233382e+00,9.178332475738314455e-01,2.249111110037039118e+00,2.441016060212593874e+00,9.213831677294079814e-01
2.700000000000000000e+01,2.205257294850659022e+00,2.419815671889409714e+00,9.113327599571987570e-01,2.210763108355926931e+00,2.416296917810244693e+00,9.149385127550543340e-01
2.800000000000000000e+01,2.165545699264926682e+00,2.394132529149950894e+00,9.045220650478421609e-01,2.171409842476260899e+00,2.390935711054133161e+00,9.081841190614505788e-01
2.900000000000000000e+01,2.124887866990565310e+00,2.367842383115099647e+00,8.973941349065190920e-01,2.131099258290608756e+00,2.364963338668096604e+00,9.011130208431916699e-01
3.000000000000000000e+01,2.083333333333333037e+00,2.340977264278115921e+00,8.899417201199379956e-01,2.089880468036429573e+00,2.338411443987150395e+00,8.937180295667050967e-01
3.100000000000000000e+01,2.040932726091515992e+00,2.313569903648043713e+00,8.821573633341993625e-01,2.047803690460385351e+00,2.311312376404958346e+00,8.859917470980546161e-01
3.200000000000000000e+01,1.997737703873719628e+00,2.285653692872032128e+00,8.740334155186333387e-01,2.004920189634518124e+00,2.283699151961075646e+00,8.779265814907527554e-01
3.300000000000000000e+01,1.953800893160836161e+00,2.257262643552751857e+00,8.655620553245452209e-01,1.961282212498884236e+00,2.255605413115998825e+00,8.695147657894104487e-01
3.400000000000000000e+01,1.909175824188769299e+00,2.228431345810490516e+00,8.567353119395264560e-01,1.916942925206711834e+00,2.227065387763000892e+00,8.607483802405124784e-01
3.500000000000000000e+01,1.863916865730096406e+00,2.199194926140424222e+00,8.475450918765354835e-01,1.871956348349625765e+00,2.198113847526719233e+00,8.516193783392610461e-01
3.600000000000000000e+01,1.818079158854094990e+00,2.169589004616397254e+00,8.379832101774260522e-01,1.826377291141870307e+00,2.168786065399290308e+00,8.421196171811534681e-01
3.700000000000000000e+01,1.771718549745833426e+00,2.139649651493345406e+00,8.280414265528385220e-01,1.780261284643738895e+00,2.139117772765637415e+00,8.322408926283952901e-01
3.800000000000000000e+01,1.724891521666207517e+00,2.109413343261242968e+00,8.177114870239000632e-01,1.733664514105524024e+00,2.109145115870284304e+00,8.219749798439885957e-01
3.900000000000000000e+01,1.677655126135777053e+00,2.078916918204126496e+00,8.069851716753646542e-01,1.686643750514445816e+00,2.078904611778725098e+00,8.113136797899264119e-01
4.000000000000000000e+01,1.630066913426293951e+00,2.048197531518313408e+00,7.958543491739966669e-01,1.639256281427946327e+00,2.048433103887000950e+00,8.002488723294786110e-01
4.100000000000000000e+01,1.582184862444538265e+00,2.017292610044519652e+00,7.843110387489204971e-01,1.591559841177623280e+00,2.017767717033704500e+00,7.887725766161804986e-01
4.200000000000000000e+01,1.534067310093963465e+00,1.986239806669026331e+00,7.723474803712813141e-01,1.543612540528852106e+00,1.986945812269073741e+00,7.768770194925753714e-01
4.300000000000000000e+01,1.485772880200174173e+00,1.955076954449425752e+00,7.599562139069796496e-01,1.495472795881757522e+00,1.956004941336314085e+00,7.645547126583802644e-01
4.400000000000000000e+01,1.437360412086807315e+00,1.923842020520879270e+00,7.471301680465648465e-01,1.447199258099831187e+00,1.924982800920582271e+00,7.517985393987617337e-01
4.500000000000000000e+01,1.388888888888889950e+00,1.892573059839006699e+00,7.338627598382051476e-01,1.398850741052892310e+00,1.893917186721379986e+00,7.386018516862857819e-01
4.600000000000000000e+01,1.340417365690971474e+00,1.861308168815783315e+00,7.201480056597950874e-01,1.350486149961445337e+00,1.862845947404317526e+00,7.249585784821378498e-01
4.700000000000000000e+01,1.292004897577605727e+00,1.830085438904934803e+00,7.059806444614413756e-01,1.302164409629742892e+00,1.831806938488345526e+00,7.108633460599961262e-01
4.800000000000000000e+01,1.243710467683815768e+00,1.798942910193365829e+00,6.913562740855022648e-01,1.253944392654980478e+00,1.800837976224635595e+00,6.963116111554968901e-01
4.900000000000000000e+01,1.195592915333243855e+00,1.767918525055169665e+00,6.762715014233668942e-01,1.205884847700122720e+00,1.769976791523302895e+00,6.812998077010358200e-01
5.000000000000000000e+01,1.147710864351487281e+00,1.737050081924699452e+00,6.607241070906786362e-01,1.158044327917688854e+00,1.739260983984104891e+00,6.658255078343505717e-01
5.100000000000000000e+01,1.100122651642002625e+00,1.706375189244988100e+00,6.447132251898064492e-01,1.110481119611766543e+00,1.708727976087120570e+00,6.498875977642142310e-01
5.200000000000000000e+01,1.052886256111573715e+00,1.675931219647663895e+00,6.282395385730240589e-01,1.063253171225128746e+00,1.678414967599223040e+00,6.334864689308559171e-01
5.300000000000000000e+01,1.006059228031945585e+00,1.645755264420144748e+00,6.113054898149843375e-01,1.016418022737973548e+00,1.648358890251893971e+00,6.166242247054884995e-01
5.400000000000000000e+01,9.596986189236849096e-01,1.615884088315626910e+00,5.939155078407017951e-01,9.700327355643332261e-01,1.618596362745597705e+00,5.993049026249404054e-01
5.500000000000000000e+01,9.138609120476830494e-01,1.586354084760891903e+00,5.760762498275582288e-01,9.241538230315212710e-01,1.589163646135533403e+00,5.815347118459717191e-01
5.600000000000000000e+01,8.686019535890115995e-01,1.557201231516521789e+00,5.577968575988734301e-01,8.788371815273564591e-01,1.560096599653129745e+00,5.633222851218034899e-01
5.700000000000000000e+01,8.239768846169450711e-01,1.528461046843543336e+00,5.390892272449839817e-01,8.341380223990156884e-01,1.531430637017088925e+00,5.446789441431997281e-01
5.800000000000000000e+01,7.800400739040596054e-01,1.500168546229893263e+00,5.199682901393950507e-01,7.901108046865205070e-01,1.503200683287230444e+00,5.256189765419011506e-01
5.900000000000000000e+01,7.368450516862632416e-01,1.472358199729445039e+00,5.004523028578664601e-01,7.468091687727815842e-01,1.475441132313683346e+00,5.061599222204736792e-01
6.000000000000000000e+01,6.944444444444450859e-01,1.445063889965553239e+00,4.805631427555766555e-01,7.042858710310527792e-01,1.448185804833277857e+00,4.863228659475318794e-01
6.100000000000000000e+01,6.528899107872161434e-01,1.418318870850298508e+00,4.603266051137013259e-01,6.625927195494196731e-01,1.421467907264186703e+00,4.661327323419294233e-01
6.200000000000000000e+01,6.122320785128522180e-01,1.392155727069719795e+00,4.397726968386715396e-01,6.217805110106275901e-01,1.395319991249021507e+00,4.456185784696171659e-01
6.300000000000000000e+01,5.725204829271214324e-01,1.366606334384388388e+00,4.189359206980576844e-01,5.818989688041392716e-01,1.369773913995670167e+00,4.248138783039918653e-01
6.400000000000000000e+01,5.338035064921416994e-01,1.341701820793711697e+00,3.978555430269589133e-01,5.429966824458540842e-01,1.344860799464192791e+00,4.037567922733638071e-01
6.500000000000000000e+01,4.961283198798068228e-01,1.317472528611251192e+00,3.765758367673716078e-01,5.051210483792624162e-01,1.320611000447075911e+00,3.824904140645959960e-01
6.600000000000000000e+01,4.595408245015860094e-01,1.293947977497295954e+00,3.551462906494989857e-01,4.683182122301799422e-01,1.297054061589026031e+00,3.610629858068070686e-01
6.700000000000000000e+01,4.240855965847261655e-01,1.271156828493700264e+00,3.336217743386239443e-01,4.326330125854113140e-01,1.274218683391373785e+00,3.395280717701805173e-01
6.800000000000000000e+01,3.898058328629852021e-01,1.249126849104815529e+00,3.120626485151118401e-01,3.981089263638407094e-01,1.252132687244932763e+00,3.179446798404406138e-01
6.900000000000000000e+01,3.567432979480640864e-01,1.227884879467070700e+00,2.905348082003408883e-01,3.647880158465009459e-01,1.230822981533920668e+00,2.963773193378966830e-01
7.000000000000000000e+01,3.249382734458641786e-01,1.207456799648393586e+00,2.691096472689414876e-01,3.327108774301645866e-01,1.210315528852237144e+00,2.748959833190606217e-01
7.100000000000000000e+01,2.944295088795532700e-01,1.187867498117337606e+00,2.478639320851840633e-01,3.019165921668880981e-01,1.190635314372044284e+00,2.535760434135305719e-01
7.200000000000000000e+01,2.652541744792400458e-01,1.169140841420320376e+00,2.268795726586698980e-01,2.724426781497675809e-01,1.171806315403181697e+00,2.324980455972611992e-01
7.300000000000000000e+01,2.374478158957759044e-01,1.151299645103906144e+00,2.062432807180670791e-01,2.443250448029256894e-01,1.153851472180507542e+00,2.117473961715444220e-01
