theta_deg,signal_theory,noise_theory,fisher,signal_mc,noise_mc
-59.0,[1.06105687],1.7957926558211643,"[1.06105687 1.06008821 1.05719397 1.05240906 1.04579053 1.03741586
 1.02738077 1.01579662 1.00278745 0.98848689 0.97303508 0.95657565
 0.93925286 0.92120911 0.90258266 0.88350586 0.86410359 0.84449222
 0.82477878 0.80506059 0.78542504 0.76594967 0.74670241 0.72774199
 0.70911847 0.69087383 0.67304258 0.65565246 0.63872506 0.62227655
 0.60631821 0.59085712 0.57589663 0.56143693 0.54747551 0.53400755
 0.52102635 0.50852361 0.4964898  0.48491437 0.47378599 0.46309279
 0.45282245 0.44296245 0.43350011 0.42442275 0.41571775 0.40737262
 0.39937511 0.39171319 0.38437513 0.37734952 0.37062532 0.36419183
 0.35803872 0.35215607 0.34653432 0.34116433 0.33603731 0.33114489
 0.32647904 0.32203213 0.31779689 0.31376639 0.30993407 0.30629368
 0.30283932 0.29956539 0.29646661 0.293538   0.29077487 0.28817279
 0.28572764 0.28343553 0.28129284 0.27929619 0.27744246 0.27572874
 0.27415236 0.27271088 0.27140205 0.27022385 0.26917448 0.26825231
 0.26745593 0.26678411 0.26623584 0.26581027 0.26550675 0.26532483
 0.26526422 0.26532483 0.26550675 0.26581027 0.26623584 0.26678411
 0.26745593 0.26825231 0.26917448 0.27022385 0.27140205 0.27271088
 0.27415236 0.27572874 0.27744246 0.27929619 0.28129284 0.28343553
 0.28572764 0.28817279 0.29077487 0.293538   0.29646661 0.29956539
 0.30283932 0.30629368 0.30993407 0.31376639 0.31779689 0.32203213
 0.32647904 0.33114489 0.33603731 0.34116433 0.34653432 0.35215607
 0.35803872 0.36419183 0.37062532 0.37734952 0.38437513 0.39171319
 0.39937511 0.40737262 0.41571775 0.42442275 0.43350011 0.44296245
 0.45282245 0.46309279 0.47378599 0.48491437 0.4964898  0.50852361
 0.52102635 0.53400755 0.54747551 0.56143693 0.57589663 0.59085712
 0.60631821 0.62227655 0.63872506 0.65565246 0.67304258 0.69087383
 0.70911847 0.72774199 0.74670241 0.76594967 0.78542504 0.80506059
 0.82477878 0.84449222 0.86410359 0.88350586 0.90258266 0.92120911
 0.93925286 0.95657565 0.97303508 0.98848689 1.00278745 1.01579662
 1.02738077 1.03741586 1.04579053 1.05240906 1.05719397 1.06008821
 1.06105687]",,
-58.0,[1.12325771],1.842443279816384,"[1.12325771 1.12223226 1.11916835 1.11410295 1.10709643 1.09823082
 1.08760746 1.07534423 1.06157243 1.04643355 1.03007594 1.01265162
 0.99431335 0.97521184 0.95549349 0.93529837 0.91475871 0.89399768
 0.87312862 0.85225452 0.8314679  0.81085085 0.79047528 0.77040337
 0.75068812 0.73137395 0.7124974  0.69408784 0.67616814 0.65875538
 0.64186155 0.6254941  0.6096566  0.59434926 0.57956939 0.56531192
 0.55156974 0.53833407 0.52559482 0.51334082 0.50156008 0.49024002
 0.47936762 0.46892961 0.45891257 0.44930308 0.44008778 0.43125345
 0.42278711 0.41467603 0.4069078  0.39947035 0.39235196 0.38554133
 0.37902752 0.37280001 0.36684871 0.36116392 0.35573635 0.35055712
 0.34561776 0.34091016 0.33642665 0.33215988 0.3281029  0.3242491
 0.32059224 0.31712638 0.31384595 0.31074566 0.30782055 0.30506594
 0.30247745 0.30005097 0.29778267 0.29566898 0.29370657 0.29189239
 0.29022361 0.28869762 0.28731207 0.2860648  0.28495391 0.28397768
 0.28313462 0.28242342 0.28184301 0.28139249 0.28107118 0.28087859
 0.28081443 0.28087859 0.28107118 0.28139249 0.28184301 0.28242342
 0.28313462 0.28397768 0.28495391 0.2860648  0.28731207 0.28869762
 0.29022361 0.29189239 0.29370657 0.29566898 0.29778267 0.30005097
 0.30247745 0.30506594 0.30782055 0.31074566 0.31384595 0.31712638
 0.32059224 0.3242491  0.3281029  0.33215988 0.33642665 0.34091016
 0.34561776 0.35055712 0.35573635 0.36116392 0.36684871 0.37280001
 0.37902752 0.38554133 0.39235196 0.39947035 0.4069078  0.41467603
 0.42278711 0.43125345 0.44008778 0.44930308 0.45891257 0.46892961
 0.47936762 0.49024002 0.50156008 0.51334082 0.52559482 0.53833407
 0.55156974 0.56531192 0.57956939 0.59434926 0.6096566  0.6254941
 0.64186155 0.65875538 0.67616814 0.69408784 0.7124974  0.73137395
 0.75068812 0.77040337 0.79047528 0.81085085 0.8314679  0.85225452
 0.87312862 0.89399768 0.91475871 0.93529837 0.95549349 0.97521184
 0.99431335 1.01265162 1.03007594 1.04643355 1.06157243 1.07534423
 1.08760746 1.09823082 1.10709643 1.11410295 1.11916835 1.12223226
 1.12325771]",,
-57.0,[1.18652671],1.8898950353862998,"[1.18652671 1.1854435  1.18220702 1.1768563  1.16945513 1.16009015
 1.14886842 1.13591444 1.12136693 1.10537533 1.08809635 1.06969059
 1.05031939 1.03014196 1.00931295 0.98798032 0.96628373 0.94435331
 0.92230876 0.9002589  0.87830145 0.85652312 0.83499987 0.81379738
 0.79297164 0.77256958 0.75262978 0.73318328 0.71425422 0.69586067
 0.67801527 0.6607259  0.64399633 0.62782678 0.61221442 0.59715388
 0.58263765 0.56865646 0.55519966 0.54225543 0.52981113 0.51785345
 0.50636865 0.4953427  0.48476144 0.47461069 0.46487632 0.45554438
 0.44660117 0.43803322 0.42982744 0.42197106 0.41445172 0.40725746
 0.40037675 0.39379848 0.38751196 0.38150697 0.37577368 0.37030273
 0.36508514 0.36011239 0.35537633 0.35086923 0.34658373 0.34251287
 0.33865003 0.33498896 0.33152375 0.32824883 0.32515896 0.32224919
 0.3195149  0.31695174 0.31455568 0.31232293 0.31024999 0.30833363
 0.30657084 0.3049589  0.30349531 0.30217779 0.30100433 0.29997311
 0.29908256 0.2983313  0.29771819 0.2972423  0.29690289 0.29669946
 0.29663168 0.29669946 0.29690289 0.2972423  0.29771819 0.2983313
 0.29908256 0.29997311 0.30100433 0.30217779 0.30349531 0.3049589
 0.30657084 0.30833363 0.31024999 0.31232293 0.31455568 0.31695174
 0.3195149  0.32224919 0.32515896 0.32824883 0.33152375 0.33498896
 0.33865003 0.34251287 0.34658373 0.35086923 0.35537633 0.36011239
 0.36508514 0.37030273 0.37577368 0.38150697 0.38751196 0.39379848
 0.40037675 0.40725746 0.41445172 0.42197106 0.42982744 0.43803322
 0.44660117 0.45554438 0.46487632 0.47461069 0.48476144 0.4953427
 0.50636865 0.51785345 0.52981113 0.54225543 0.55519966 0.56865646
 0.58263765 0.59715388 0.61221442 0.62782678 0.64399633 0.6607259
 0.67801527 0.69586067 0.71425422 0.73318328 0.75262978 0.77256958
 0.79297164 0.81379738 0.83499987 0.85652312 0.87830145 0.9002589
 0.92230876 0.94435331 0.96628373 0.98798032 1.00931295 1.03014196
 1.05031939 1.06969059 1.08809635 1.10537533 1.12136693 1.13591444
 1.14886842 1.16009015 1.16945513 1.1768563  1.18220702 1.1854435
 1.18652671]",,
-56.0,[1.25078681],1.938090109876132,"[1.25078681 1.24964494 1.24623317 1.24059267 1.23279066 1.22291849
 1.21108901 1.19743348 1.1820981  1.16524042 1.14702565 1.12762307
 1.10720275 1.08593255 1.06397548 1.04148751 1.01861588 0.99549775
 0.97225931 0.94901527 0.92586864 0.90291083 0.88022192 0.85787115
 0.83591753 0.81441052 0.79339082 0.77289113 0.75293691 0.7335472
 0.71473532 0.69650959 0.67887399 0.66182872 0.64537083 0.62949463
 0.61419223 0.59945385 0.58526825 0.57162299 0.55850472 0.54589944
 0.53379264 0.52216955 0.51101523 0.50031473 0.49005316 0.48021583
 0.47078826 0.46175629 0.4531061  0.44482423 0.43689766 0.42931378
 0.42206042 0.41512588 0.4084989  0.40216868 0.39612489 0.39035764
 0.38485748 0.37961541 0.37462286 0.36987166 0.36535407 0.36106273
 0.35699069 0.35313134 0.34947846 0.34602618 0.34276897 0.33970161
 0.33681923 0.33411727 0.33159143 0.32923776 0.32705256 0.32503241
 0.32317416 0.32147491 0.31993205 0.31854318 0.31730617 0.3162191
 0.31528032 0.31448837 0.31384206 0.3133404  0.31298261 0.31276815
 0.3126967  0.31276815 0.31298261 0.3133404  0.31384206 0.31448837
 0.31528032 0.3162191  0.31730617 0.31854318 0.31993205 0.32147491
 0.32317416 0.32503241 0.32705256 0.32923776 0.33159143 0.33411727
 0.33681923 0.33970161 0.34276897 0.34602618 0.34947846 0.35313134
 0.35699069 0.36106273 0.36535407 0.36987166 0.37462286 0.37961541
 0.38485748 0.39035764 0.39612489 0.40216868 0.4084989  0.41512588
 0.42206042 0.42931378 0.43689766 0.44482423 0.4531061  0.46175629
 0.47078826 0.48021583 0.49005316 0.50031473 0.51101523 0.52216955
 0.53379264 0.54589944 0.55850472 0.57162299 0.58526825 0.59945385
 0.61419223 0.62949463 0.64537083 0.66182872 0.67887399 0.69650959
 0.71473532 0.7335472  0.75293691 0.77289113 0.79339082 0.81441052
 0.83591753 0.85787115 0.88022192 0.90291083 0.92586864 0.94901527
 0.97225931 0.99549775 1.01861588 1.04148751 1.06397548 1.08593255
 1.10720275 1.12762307 1.14702565 1.16524042 1.1820981  1.19743348
 1.21108901 1.22291849 1.23279066 1.24059267 1.24623317 1.24964494
 1.25078681]",,
-55.0,[1.31595971],1.9869697850114965,"[1.31595971 1.31475834 1.3111688  1.3052344  1.29702586 1.2866393
 1.27419344 1.25982637 1.24369194 1.22595589 1.20679202 1.18637845
 1.16489413 1.14251564 1.11941448 1.09575476 1.07169139 1.04736868
 1.02291939 0.9984642  0.97411151 0.94995747 0.92608635 0.90257097
 0.87947345 0.85684581 0.83473087 0.81316303 0.79216908 0.77176906
 0.75197698 0.73280159 0.71424707 0.69631365 0.67899821 0.66229478
 0.64619503 0.63068871 0.61576396 0.6014077  0.5876059  0.57434381
 0.56160618 0.54937747 0.53764195 0.52638389 0.51558764 0.50523772
 0.49531893 0.48581635 0.47671543 0.46800203 0.45966244 0.4516834
 0.4440521  0.43675623 0.42978395 0.42312389 0.41676519 0.41069743
 0.40491068 0.39939547 0.39414278 0.38914402 0.38439103 0.3798761
 0.37559187 0.37153143 0.36768822 0.36405606 0.36062912 0.35740194
 0.35436938 0.35152662 0.34886918 0.34639287 0.34409381 0.34196839
 0.34001331 0.33822553 0.33660228 0.33514104 0.33383957 0.33269586
 0.33170816 0.33087495 0.33019497 0.32966716 0.32929073 0.3290651
 0.32898993 0.3290651  0.32929073 0.32966716 0.33019497 0.33087495
 0.33170816 0.33269586 0.33383957 0.33514104 0.33660228 0.33822553
 0.34001331 0.34196839 0.34409381 0.34639287 0.34886918 0.35152662
 0.35436938 0.35740194 0.36062912 0.36405606 0.36768822 0.37153143
 0.37559187 0.3798761  0.38439103 0.38914402 0.39414278 0.39939547
 0.40491068 0.41069743 0.41676519 0.42312389 0.42978395 0.43675623
 0.4440521  0.4516834  0.45966244 0.46800203 0.47671543 0.48581635
 0.49531893 0.50523772 0.51558764 0.52638389 0.53764195 0.54937747
 0.56160618 0.57434381 0.5876059  0.6014077  0.61576396 0.63068871
 0.64619503 0.66229478 0.67899821 0.69631365 0.71424707 0.73280159
 0.75197698 0.77176906 0.79216908 0.81316303 0.83473087 0.85684581
 0.87947345 0.90257097 0.92608635 0.94995747 0.97411151 0.9984642
 1.02291939 1.04736868 1.07169139 1.09575476 1.11941448 1.14251564
 1.16489413 1.18637845 1.20679202 1.22595589 1.24369194 1.25982637
 1.27419344 1.2866393  1.29702586 1.3052344  1.3111688  1.31475834
 1.31595971]",,
-54.0,[1.38196601],2.036474508437579,"[1.38196601 1.38070438 1.3769348  1.37070273 1.36208247 1.35117494
 1.33810481 1.32301712 1.30607341 1.28744774 1.26732265 1.24588518
 1.22332324 1.19982227 1.1755624  1.15071595 1.12544561 1.09990291
 1.07422728 1.04854547 1.02297129 0.99760572 0.97253726 0.9478424
 0.92358634 0.89982373 0.87659955 0.8539499  0.83190294 0.81047968
 0.78969486 0.76955767 0.75007249 0.73123956 0.7130556  0.69551436
 0.67860708 0.66232298 0.64664963 0.63157329 0.61707921 0.60315192
 0.58977539 0.5769333  0.56460915 0.5527864  0.54144863 0.53057959
 0.52016328 0.51018407 0.50062666 0.49147621 0.48271833 0.47433907
 0.466325   0.45866318 0.45134118 0.44434706 0.43766942 0.43129731
 0.42522031 0.41942847 0.41391231 0.40866282 0.40367143 0.39893003
 0.39443092 0.39016682 0.38613084 0.38231649 0.37871767 0.37532861
 0.37214394 0.3691586  0.36636786 0.36376735 0.36135297 0.35912094
 0.3570678  0.35519035 0.35348568 0.35195115 0.35058439 0.34938332
 0.34834608 0.34747108 0.34675698 0.3462027  0.34580739 0.34557044
 0.3454915  0.34557044 0.34580739 0.3462027  0.34675698 0.34747108
 0.34834608 0.34938332 0.35058439 0.35195115 0.35348568 0.35519035
 0.3570678  0.35912094 0.36135297 0.36376735 0.36636786 0.3691586
 0.37214394 0.37532861 0.37871767 0.38231649 0.38613084 0.39016682
 0.39443092 0.39893003 0.40367143 0.40866282 0.41391231 0.41942847
 0.42522031 0.43129731 0.43766942 0.44434706 0.45134118 0.45866318
 0.466325   0.47433907 0.48271833 0.49147621 0.50062666 0.51018407
 0.52016328 0.53057959 0.54144863 0.5527864  0.56460915 0.5769333
 0.58977539 0.60315192 0.61707921 0.63157329 0.64664963 0.66232298
 0.67860708 0.69551436 0.7130556  0.73123956 0.75007249 0.76955767
 0.78969486 0.81047968 0.83190294 0.8539499  0.87659955 0.89982373
 0.92358634 0.9478424  0.97253726 0.99760572 1.02297129 1.04854547
 1.07422728 1.09990291 1.12544561 1.15071595 1.1755624  1.19982227
 1.22332324 1.24588518 1.26732265 1.28744774 1.30607341 1.32301712
 1.33810481 1.35117494 1.36208247 1.37070273 1.3769348  1.38070438
 1.38196601]",1.4389461189257025,1.9587058266571897
-53.0,[1.44872529],2.086543966274501,"[1.44872529 1.44740271 1.44345103 1.43691791 1.42788123 1.41644677
 1.40274526 1.38692872 1.36916651 1.34964108 1.3285438  1.30607073
 1.28241888 1.25778265 1.23235084 1.20630413 1.17981303 1.15303643
 1.12612048 1.09919804 1.07238844 1.04579753 1.01951807 0.99363026
 0.96820245 0.94329194 0.91894585 0.89520205 0.87209006 0.8496319
 0.82784302 0.80673305 0.78630659 0.76656389 0.74750151 0.72911289
 0.71138886 0.69431812 0.67788763 0.66208299 0.64688875 0.63228866
 0.61826595 0.60480349 0.59188399 0.57949012 0.56760465 0.55621054
 0.54529105 0.53482977 0.52481067 0.51521818 0.50603722 0.49725318
 0.48885197 0.48082003 0.47314433 0.46581235 0.45881212 0.45213219
 0.44576163 0.43969    0.43390736 0.42840428 0.42317178 0.41820133
 0.41348488 0.40901479 0.40478384 0.40078523 0.39701256 0.39345979
 0.39012127 0.38699171 0.38406617 0.38134003 0.37880901 0.37646917
 0.37431684 0.3723487  0.37056167 0.36895301 0.36752024 0.36626114
 0.36517379 0.36425653 0.36350793 0.36292688 0.36251247 0.36226408
 0.36218132 0.36226408 0.36251247 0.36292688 0.36350793 0.36425653
 0.36517379 0.36626114 0.36752024 0.36895301 0.37056167 0.3723487
 0.37431684 0.37646917 0.37880901 0.38134003 0.38406617 0.38699171
 0.39012127 0.39345979 0.39701256 0.40078523 0.40478384 0.40901479
 0.41348488 0.41820133 0.42317178 0.42840428 0.43390736 0.43969
 0.44576163 0.45213219 0.45881212 0.46581235 0.47314433 0.48082003
 0.48885197 0.49725318 0.50603722 0.51521818 0.52481067 0.53482977
 0.54529105 0.55621054 0.56760465 0.57949012 0.59188399 0.60480349
 0.61826595 0.63228866 0.64688875 0.66208299 0.67788763 0.69431812
 0.71138886 0.72911289 0.74750151 0.76656389 0.78630659 0.80673305
 0.82784302 0.8496319  0.87209006 0.89520205 0.91894585 0.94329194
 0.96820245 0.99363026 1.01951807 1.04579753 1.07238844 1.09919804
 1.12612048 1.15303643 1.17981303 1.20630413 1.23235084 1.25778265
 1.28241888 1.30607073 1.3285438  1.34964108 1.36916651 1.38692872
 1.40274526 1.41644677 1.42788123 1.43691791 1.44345103 1.44740271
 1.44872529]",,
-52.0,[1.51615621],2.1371171566004983,"[1.51615621 1.51477207 1.51063646 1.50379925 1.49434196 1.48237529
 1.46803604 1.45148332 1.43289436 1.41246013 1.39038087 1.3668618
 1.34210907 1.31632614 1.28971061 1.26245155 1.23472743 1.20670451
 1.17853576 1.15036022 1.12230276 1.09447418 1.06697154 1.03987878
 1.01326744 0.98719746 0.96171819 0.93686924 0.91268149 0.88917802
 0.86637498 0.84428244 0.82290523 0.80224361 0.78229397 0.76304945
 0.74450046 0.72663516 0.70943991 0.69289965 0.67699818 0.66171854
 0.64704314 0.63295407 0.61943323 0.60646248 0.5940238  0.58209936
 0.57067163 0.55972342 0.54923798 0.53919902 0.52959073 0.52039783
 0.51160559 0.5031998  0.49516683 0.48749358 0.48016753 0.47317668
 0.4665096  0.46015537 0.45410358 0.44834436 0.44286831 0.43766652
 0.43273054 0.42805238 0.4236245  0.41943978 0.41549151 0.41177337
 0.40827947 0.40500424 0.40194253 0.3990895  0.39644068 0.39399193
 0.39173942 0.38967967 0.38780947 0.38612593 0.38462647 0.38330877
 0.38217081 0.38121085 0.38042741 0.37981931 0.37938561 0.37912566
 0.37903905 0.37912566 0.37938561 0.37981931 0.38042741 0.38121085
 0.38217081 0.38330877 0.38462647 0.38612593 0.38780947 0.38967967
 0.39173942 0.39399193 0.39644068 0.3990895  0.40194253 0.40500424
 0.40827947 0.41177337 0.41549151 0.41943978 0.4236245  0.42805238
 0.43273054 0.43766652 0.44286831 0.44834436 0.45410358 0.46015537
 0.4665096  0.47317668 0.48016753 0.48749358 0.49516683 0.5031998
 0.51160559 0.52039783 0.52959073 0.53919902 0.54923798 0.55972342
 0.57067163 0.58209936 0.5940238  0.60646248 0.61943323 0.63295407
 0.64704314 0.66171854 0.67699818 0.69289965 0.70943991 0.72663516
 0.74450046 0.76304945 0.78229397 0.80224361 0.82290523 0.84428244
 0.86637498 0.88917802 0.91268149 0.93686924 0.96171819 0.98719746
 1.01326744 1.03987878 1.06697154 1.09447418 1.12230276 1.15036022
 1.17853576 1.20670451 1.23472743 1.26245155 1.28971061 1.31632614
 1.34210907 1.3668618  1.39038087 1.41246013 1.43289436 1.45148332
 1.46803604 1.48237529 1.49434196 1.50379925 1.51063646 1.51477207
 1.51615621]",,
-51.0,[1.58417662],2.18813246377336,"[1.58417662 1.58273038 1.57840923 1.57126528 1.5613837  1.54888016
 1.5338976  1.51660227 1.49717934 1.47582835 1.45275853 1.4281843
 1.40232108 1.37538143 1.34757183 1.31908983 1.2901219  1.26084177
 1.23140926 1.20196966 1.17265344 1.14357636 1.11483985 1.08653162
 1.05872638 1.03148681 1.00486444 0.97890068 0.95362778 0.92906986
 0.90524378 0.88216009 0.85982382 0.83823524 0.81739059 0.79728269
 0.77790152 0.75923472 0.74126803 0.7239857  0.70737084 0.69140569
 0.6760719  0.66135074 0.64722331 0.63367065 0.62067392 0.60821451
 0.59627408 0.58483469 0.57387884 0.56338949 0.55335014 0.54374482
 0.53455812 0.52577522 0.51738185 0.50936436 0.50170963 0.49440515
 0.48743896 0.48079965 0.47447636 0.46845876 0.46273703 0.45730186
 0.45214444 0.4472564  0.44262988 0.43825741 0.434132   0.43024706
 0.4265964  0.42317424 0.41997516 0.41699414 0.41422648 0.41166787
 0.40931431 0.40716215 0.40520804 0.40344898 0.40188224 0.40050543
 0.39931641 0.39831338 0.3974948  0.39685942 0.39640626 0.39613465
 0.39604415 0.39613465 0.39640626 0.39685942 0.3974948  0.39831338
 0.39931641 0.40050543 0.40188224 0.40344898 0.40520804 0.40716215
 0.40931431 0.41166787 0.41422648 0.41699414 0.41997516 0.42317424
 0.4265964  0.43024706 0.434132   0.43825741 0.44262988 0.4472564
 0.45214444 0.45730186 0.46273703 0.46845876 0.47447636 0.48079965
 0.48743896 0.49440515 0.50170963 0.50936436 0.51738185 0.52577522
 0.53455812 0.54374482 0.55335014 0.56338949 0.57387884 0.58483469
 0.59627408 0.60821451 0.62067392 0.63367065 0.64722331 0.66135074
 0.6760719  0.69140569 0.70737084 0.7239857  0.74126803 0.75923472
 0.77790152 0.79728269 0.81739059 0.83823524 0.85982382 0.88216009
 0.90524378 0.92906986 0.95362778 0.97890068 1.00486444 1.03148681
 1.05872638 1.08653162 1.11483985 1.14357636 1.17265344 1.20196966
 1.23140926 1.26084177 1.2901219  1.31908983 1.34757183 1.37538143
 1.40232108 1.4281843  1.45275853 1.47582835 1.49717934 1.51660227
 1.5338976  1.54888016 1.5613837  1.57126528 1.57840923 1.58273038
 1.58417662]",,
-50.0,[1.65270364],2.239527733499604,"[1.65270364 1.65119485 1.64668678 1.6392338  1.62892477 1.61588036
 1.6002497  1.58220621 1.5619431  1.53966853 1.51560078 1.48996354
 1.46298154 1.43487657 1.405864   1.37614994 1.34592895 1.31538223
 1.28467656 1.25396348 1.22337913 1.19304426 1.16306469 1.13353192
 1.10452391 1.07610603 1.04833205 1.02124517 0.99487904 0.96925881
 0.94440208 0.92031986 0.89701738 0.87449494 0.85274861 0.8317709
 0.81155135 0.79207708 0.7733332  0.75530329 0.73796972 0.72131396
 0.70531687 0.68995892 0.67522037 0.66108146 0.64752253 0.63452416
 0.62206722 0.610133   0.59870322 0.58776014 0.57728651 0.56726569
 0.5576816  0.54851878 0.53976234 0.53139803 0.52341218 0.51579173
 0.5085242  0.50159769 0.49500087 0.48872297 0.48275373 0.47708346
 0.47170294 0.46660346 0.4617768  0.45721519 0.45291133 0.44885834
 0.44504976 0.44147957 0.43814211 0.43503213 0.43214476 0.42947546
 0.4270201  0.42477484 0.4227362  0.42090105 0.41926654 0.41783016
 0.41658972 0.4155433  0.41468931 0.41402644 0.41355368 0.41327032
 0.41317591 0.41327032 0.41355368 0.41402644 0.41468931 0.4155433
 0.41658972 0.41783016 0.41926654 0.42090105 0.4227362  0.42477484
 0.4270201  0.42947546 0.43214476 0.43503213 0.43814211 0.44147957
 0.44504976 0.44885834 0.45291133 0.45721519 0.4617768  0.46660346
 0.47170294 0.47708346 0.48275373 0.48872297 0.49500087 0.50159769
 0.5085242  0.51579173 0.52341218 0.53139803 0.53976234 0.54851878
 0.5576816  0.56726569 0.57728651 0.58776014 0.59870322 0.610133
 0.62206722 0.63452416 0.64752253 0.66108146 0.67522037 0.68995892
 0.70531687 0.72131396 0.73796972 0.75530329 0.7733332  0.79207708
 0.81155135 0.8317709  0.85274861 0.87449494 0.89701738 0.92031986
 0.94440208 0.96925881 0.99487904 1.02124517 1.04833205 1.07610603
 1.10452391 1.13353192 1.16306469 1.19304426 1.22337913 1.25396348
 1.28467656 1.31538223 1.34592895 1.37614994 1.405864   1.43487657
 1.46298154 1.48996354 1.51560078 1.53966853 1.5619431  1.58220621
 1.6002497  1.61588036 1.62892477 1.6392338  1.64668678 1.65119485
 1.65270364]",,
-49.0,[1.7216538],2.2912403485599024,"[1.7216538  1.72008206 1.71538591 1.707622   1.69688288 1.68329426
 1.6670115  1.64821524 1.62710676 1.6039029  1.57883105 1.55212424
 1.52401657 1.49473906 1.4645161  1.43356239 1.40208058 1.37025947
 1.33827277 1.30627835 1.27441803 1.2428176  1.2115873  1.18082243
 1.15060422 1.12100076 1.09206806 1.06385112 1.036385   1.00969591
 0.98380217 0.95871525 0.9344406  0.91097853 0.88832495 0.86647206
 0.84540896 0.82512222 0.80559636 0.78681425 0.76875753 0.7514069
 0.73474242 0.71874374 0.7033903  0.68866152 0.67453692 0.66099626
 0.64801962 0.63558751 0.62368089 0.61228126 0.60137068 0.59093179
 0.58094786 0.57140277 0.56228101 0.55356775 0.54524873 0.53731036
 0.52973963 0.52252415 0.51565212 0.5091123  0.50289403 0.49698719
 0.4913822  0.48606997 0.48104195 0.47629003 0.47180662 0.46758453
 0.46361707 0.45989792 0.45642123 0.4531815  0.45017367 0.44739301
 0.44483521 0.44249628 0.44037259 0.43846088 0.43675818 0.43526188
 0.43396968 0.4328796  0.43198999 0.43129946 0.43080698 0.4305118
 0.43041345 0.4305118  0.43080698 0.43129946 0.43198999 0.4328796
 0.43396968 0.43526188 0.43675818 0.43846088 0.44037259 0.44249628
 0.44483521 0.44739301 0.45017367 0.4531815  0.45642123 0.45989792
 0.46361707 0.46758453 0.47180662 0.47629003 0.48104195 0.48606997
 0.4913822  0.49698719 0.50289403 0.5091123  0.51565212 0.52252415
 0.52973963 0.53731036 0.54524873 0.55356775 0.56228101 0.57140277
 0.58094786 0.59093179 0.60137068 0.61228126 0.62368089 0.63558751
 0.64801962 0.66099626 0.67453692 0.68866152 0.7033903  0.71874374
 0.73474242 0.7514069  0.76875753 0.78681425 0.80559636 0.82512222
 0.84540896 0.86647206 0.88832495 0.91097853 0.9344406  0.95871525
 0.98380217 1.00969591 1.036385   1.06385112 1.09206806 1.12100076
 1.15060422 1.18082243 1.2115873  1.2428176  1.27441803 1.30627835
 1.33827277 1.37025947 1.40208058 1.43356239 1.4645161  1.49473906
 1.52401657 1.55212424 1.57883105 1.6039029  1.62710676 1.64821524
 1.6670115  1.68329426 1.69688288 1.707622   1.71538591 1.72008206
 1.7216538 ]",,
-48.0,[1.79094307],2.343207305098519,"[1.79094307 1.78930808 1.78442293 1.77634656 1.76517523 1.75103973
 1.73410165 1.71454893 1.69259092 1.66845321 1.64237232 1.61459067
 1.58535178 1.55489598 1.52345667 1.4912572  1.45850838 1.42540661
 1.39213258 1.35885053 1.32570796 1.29283575 1.26034856 1.22834553
 1.19691117 1.16611629 1.13601917 1.10666662 1.07809511 1.05033189
 1.02339604 0.99729948 0.97204787 0.94764156 0.92407627 0.90134389
 0.87943309 0.8583299  0.8380182  0.81848019 0.79969676 0.78164784
 0.76431269 0.74767013 0.73169878 0.71637723 0.70168417 0.68759856
 0.67409967 0.66116721 0.6487814  0.63692299 0.6255733  0.6147143
 0.60432855 0.59439931 0.58491044 0.5758465  0.56719268 0.55893483
 0.55105941 0.54355354 0.53640493 0.52960191 0.52313339 0.51698882
 0.51115825 0.50563223 0.50040185 0.49545869 0.49079484 0.48640283
 0.48227569 0.47840687 0.47479025 0.47142014 0.46829125 0.46539869
 0.46273794 0.46030488 0.45809573 0.45610707 0.45433584 0.45277932
 0.45143512 0.45030118 0.44937575 0.44865744 0.44814514 0.44783807
 0.44773577 0.44783807 0.44814514 0.44865744 0.44937575 0.45030118
 0.45143512 0.45277932 0.45433584 0.45610707 0.45809573 0.46030488
 0.46273794 0.46539869 0.46829125 0.47142014 0.47479025 0.47840687
 0.48227569 0.48640283 0.49079484 0.49545869 0.50040185 0.50563223
 0.51115825 0.51698882 0.52313339 0.52960191 0.53640493 0.54355354
 0.55105941 0.55893483 0.56719268 0.5758465  0.58491044 0.59439931
 0.60432855 0.6147143  0.6255733  0.63692299 0.6487814  0.66116721
 0.67409967 0.68759856 0.70168417 0.71637723 0.73169878 0.74767013
 0.76431269 0.78164784 0.79969676 0.81848019 0.8380182  0.8583299
 0.87943309 0.90134389 0.92407627 0.94764156 0.97204787 0.99729948
 1.02339604 1.05033189 1.07809511 1.10666662 1.13601917 1.16611629
 1.19691117 1.22834553 1.26034856 1.29283575 1.32570796 1.35885053
 1.39213258 1.42540661 1.45850838 1.4912572  1.52345667 1.55489598
 1.58535178 1.61459067 1.64237232 1.66845321 1.69259092 1.71454893
 1.73410165 1.75103973 1.76517523 1.77634656 1.78442293 1.78930808
 1.79094307]",1.8294308836586854,2.244319414328813
