theta_deg,signal_theory,noise_theory,fisher,signal_mc,noise_mc
-5.0,[3.96961551],3.9772116295183118,"[3.96961551 3.96599154 3.95516364 3.9372624  3.91250122 3.88116997
 3.8436268  3.8002883  3.7516185  3.69811738 3.64030924 3.57873137
 3.51392353 3.44641841 3.37673335 3.30536341 3.23277584 3.15940594
 3.08565423 3.01188474 2.93842442 2.86556335 2.79355567 2.72262114
 2.65294704 2.58469037 2.51798027 2.4529205  2.3895919  2.32805488
 2.26835172 2.21050882 2.15453879 2.10044232 2.04820998 1.99782379
 1.94925863 1.90248352 1.85746275 1.81415685 1.77252349 1.73251816
 1.69409488 1.65720674 1.62180634 1.5878462  1.55527913 1.52405844
 1.49413822 1.46547351 1.43802043 1.41173631 1.38657979 1.36251087
 1.33949093 1.31748281 1.29645079 1.27636062 1.25717948 1.23887598
 1.22142016 1.20478343 1.18893859 1.17385974 1.15952228 1.14590289
 1.13297946 1.12073107 1.10913796 1.09818147 1.08784406 1.07810921
 1.06896143 1.0603862  1.05236999 1.04490016 1.03796499 1.03155364
 1.02565611 1.02026324 1.01536666 1.01095882 1.00703291 1.00358289
 1.00060347 0.99809009 0.99603889 0.99444676 0.99331125 0.99263063
 0.99240388 0.99263063 0.99331125 0.99444676 0.99603889 0.99809009
 1.00060347 1.00358289 1.00703291 1.01095882 1.01536666 1.02026324
 1.02565611 1.03155364 1.03796499 1.04490016 1.05236999 1.0603862
 1.06896143 1.07810921 1.08784406 1.09818147 1.10913796 1.12073107
 1.13297946 1.14590289 1.15952228 1.17385974 1.18893859 1.20478343
 1.22142016 1.23887598 1.25717948 1.27636062 1.29645079 1.31748281
 1.33949093 1.36251087 1.38657979 1.41173631 1.43802043 1.46547351
 1.49413822 1.52405844 1.55527913 1.5878462  1.62180634 1.65720674
 1.69409488 1.73251816 1.77252349 1.81415685 1.85746275 1.90248352
 1.94925863 1.99782379 2.04820998 2.10044232 2.15453879 2.21050882
 2.26835172 2.32805488 2.3895919  2.4529205  2.51798027 2.58469037
 2.65294704 2.72262114 2.79355567 2.86556335 2.93842442 3.01188474
 3.08565423 3.15940594 3.23277584 3.30536341 3.37673335 3.44641841
 3.51392353 3.57873137 3.64030924 3.69811738 3.7516185  3.8002883
 3.8436268  3.88116997 3.91250122 3.9372624  3.95516364 3.96599154
 3.96961551]",,
-4.0,[3.98053614],3.9854021031123548,"[3.98053614 3.97690221 3.96604451 3.94809403 3.92326472 3.89184728
 3.85420083 3.8107431  3.76193941 3.70829111 3.65032393 3.58857666
 3.52359053 3.4558997  3.38602293 3.31445665 3.24166939 3.16809764
 3.09414303 3.0201706  2.94650819 2.87344667 2.80124089 2.73011122
 2.66024544 2.59180099 2.52490737 2.45966862 2.3961658  2.33445949
 2.27459208 2.21659005 2.16046604 2.10622075 2.05384472 2.00331991
 1.95462115 1.90771736 1.86257273 1.8191477  1.7773998  1.73728441
 1.69875543 1.66176581 1.62626802 1.59221445 1.55955779 1.52825121
 1.49824868 1.46950511 1.4419765  1.41562008 1.39039435 1.36625921
 1.34317594 1.32110728 1.3000174  1.27987196 1.26063805 1.24228419
 1.22478035 1.20809786 1.19220943 1.17708909 1.16271219 1.14905534
 1.13609635 1.12381426 1.11218926 1.10120263 1.09083678 1.08107515
 1.0719022  1.06330338 1.05526511 1.04777473 1.04082049 1.0343915
 1.02847775 1.02307004 1.01815999 1.01374002 1.00980331 1.0063438
 1.00335619 1.00083589 0.99877905 0.99718254 0.9960439  0.99536141
 0.99513403 0.99536141 0.9960439  0.99718254 0.99877905 1.00083589
 1.00335619 1.0063438  1.00980331 1.01374002 1.01815999 1.02307004
 1.02847775 1.0343915  1.04082049 1.04777473 1.05526511 1.06330338
 1.0719022  1.08107515 1.09083678 1.10120263 1.11218926 1.12381426
 1.13609635 1.14905534 1.16271219 1.17708909 1.19220943 1.20809786
 1.22478035 1.24228419 1.26063805 1.27987196 1.3000174  1.32110728
 1.34317594 1.36625921 1.39039435 1.41562008 1.4419765  1.46950511
 1.49824868 1.52825121 1.55955779 1.59221445 1.62626802 1.66176581
 1.69875543 1.73728441 1.7773998  1.8191477  1.86257273 1.90771736
 1.95462115 2.00331991 2.05384472 2.10622075 2.16046604 2.21659005
 2.27459208 2.33445949 2.3961658  2.45966862 2.52490737 2.59180099
 2.66024544 2.73011122 2.80124089 2.87344667 2.94650819 3.0201706
 3.09414303 3.16809764 3.24166939 3.31445665 3.38602293 3.4558997
 3.52359053 3.58857666 3.65032393 3.70829111 3.76193941 3.8107431
 3.85420083 3.89184728 3.92326472 3.94809403 3.96604451 3.97690221
 3.98053614]",,
-3.0,[3.98904379],3.99178284305241,"[3.98904379 3.98540209 3.97452119 3.95653234 3.93164997 3.90016538
 3.86243847 3.81888786 3.76997985 3.71621689 3.65812582 3.59624657
 3.53112154 3.46328604 3.39325993 3.32154068 3.24859785 3.17486886
 3.10075619 3.02662565 2.9528058  2.87958813 2.80722802 2.73594633
 2.66593122 2.59734049 2.53030389 2.4649257  2.40128716 2.33944896
 2.27945359 2.2213276  2.16508363 2.1107224  2.05823443 2.00760164
 1.95879878 1.91179475 1.86655363 1.82303579 1.78119866 1.74099753
 1.7023862  1.66531752 1.62974386 1.59561752 1.56289105 1.53151756
 1.5014509  1.4726459  1.44505846 1.4186457  1.39336606 1.36917933
 1.34604673 1.3239309  1.30279595 1.28260745 1.26333243 1.24493934
 1.22739809 1.21067994 1.19475755 1.1796049  1.16519727 1.15151123
 1.13852454 1.12621621 1.11456635 1.10355625 1.09316824 1.08338575
 1.07419319 1.06557599 1.05752055 1.05001416 1.04304505 1.03660232
 1.03067593 1.02525666 1.02033612 1.0159067  1.01196158 1.00849467
 1.00550067 1.00297499 1.00091376 0.99931383 0.99817276 0.99748881
 0.99726095 0.99748881 0.99817276 0.99931383 1.00091376 1.00297499
 1.00550067 1.00849467 1.01196158 1.0159067  1.02033612 1.02525666
 1.03067593 1.03660232 1.04304505 1.05001416 1.05752055 1.06557599
 1.07419319 1.08338575 1.09316824 1.10355625 1.11456635 1.12621621
 1.13852454 1.15151123 1.16519727 1.1796049  1.19475755 1.21067994
 1.22739809 1.24493934 1.26333243 1.28260745 1.30279595 1.3239309
 1.34604673 1.36917933 1.39336606 1.4186457  1.44505846 1.4726459
 1.5014509  1.53151756 1.56289105 1.59561752 1.62974386 1.66531752
 1.7023862  1.74099753 1.78119866 1.82303579 1.86655363 1.91179475
 1.95879878 2.00760164 2.05823443 2.1107224  2.16508363 2.2213276
 2.27945359 2.33944896 2.40128716 2.4649257  2.53030389 2.59734049
 2.66593122 2.73594633 2.80722802 2.87958813 2.9528058  3.02662565
 3.10075619 3.17486886 3.24859785 3.32154068 3.39325993 3.46328604
 3.53112154 3.59624657 3.65812582 3.71621689 3.76997985 3.81888786
 3.86243847 3.90016538 3.93164997 3.95653234 3.97452119 3.98540209
 3.98904379]",,
-2.0,[3.9951281],3.9963460753897353,"[3.9951281  3.99148085 3.98058335 3.96256707 3.93764674 3.90611412
 3.86832967 3.82471263 3.77573003 3.72188507 3.66370539 3.60173176
 3.53650741 3.46856844 3.39843551 3.32660688 3.25355279 3.17971135
 3.10548563 3.03124203 2.95730958 2.88398023 2.81150976 2.74011934
 2.66999745 2.60130209 2.53416325 2.46868534 2.40494974 2.34301722
 2.28293034 2.22471569 2.16838594 2.11394179 2.06137376 2.01066374
 1.96178645 1.91471072 1.8694006  1.82581638 1.78391544 1.743653
 1.70498278 1.66785756 1.63222964 1.59805124 1.56527486 1.53385351
 1.503741   1.47489206 1.44726254 1.4208095  1.3954913  1.37126768
 1.34809979 1.32595023 1.30478304 1.28456375 1.26525933 1.24683819
 1.22927018 1.21252654 1.19657986 1.1814041  1.1669745  1.15326758
 1.14026109 1.12793397 1.11626635 1.10523945 1.0948356  1.08503819
 1.07583161 1.06720127 1.05913353 1.0516157  1.04463596 1.0381834
 1.03224797 1.02682044 1.02189239 1.01745622 1.01350508 1.01003289
 1.00703432 1.00450478 1.00244041 1.00083804 0.99969523 0.99901024
 0.99878203 0.99901024 0.99969523 1.00083804 1.00244041 1.00450478
 1.00703432 1.01003289 1.01350508 1.01745622 1.02189239 1.02682044
 1.03224797 1.0381834  1.04463596 1.0516157  1.05913353 1.06720127
 1.07583161 1.08503819 1.0948356  1.10523945 1.11626635 1.12793397
 1.14026109 1.15326758 1.1669745  1.1814041  1.19657986 1.21252654
 1.22927018 1.24683819 1.26525933 1.28456375 1.30478304 1.32595023
 1.34809979 1.37126768 1.3954913  1.4208095  1.44726254 1.47489206
 1.503741   1.53385351 1.56527486 1.59805124 1.63222964 1.66785756
 1.70498278 1.743653   1.78391544 1.82581638 1.8694006  1.91471072
 1.96178645 2.01066374 2.06137376 2.11394179 2.16838594 2.22471569
 2.28293034 2.34301722 2.40494974 2.46868534 2.53416325 2.60130209
 2.66999745 2.74011934 2.81150976 2.88398023 2.95730958 3.03124203
 3.10548563 3.17971135 3.25355279 3.32660688 3.39843551 3.46856844
 3.53650741 3.60173176 3.66370539 3.72188507 3.77573003 3.82471263
 3.86832967 3.90611412 3.93764674 3.96256707 3.98058335 3.99148085
 3.9951281 ]",,
-1.0,[3.99878165],3.9990862405286447,"[3.99878165 3.99513107 3.9842236  3.96619084 3.94124773 3.90968627
 3.87186727 3.82821034 3.77918295 3.72528874 3.66705586 3.60502556
 3.53974155 3.47174045 3.40154339 3.32964907 3.25652817 3.1826192
 3.1083256  3.03401411 2.96001405 2.88661764 2.8140809  2.74262519
 2.67243916 2.60368099 2.53648075 2.47094296 2.40714907 2.34515991
 2.28501809 2.2267502  2.17036893 2.115875   2.06325889 2.0125025
 1.96358051 1.91646173 1.87111017 1.8274861  1.78554683 1.74524757
 1.70654199 1.66938282 1.63372231 1.59951266 1.5667063  1.53525623
 1.50511617 1.47624085 1.44858606 1.42210883 1.39676748 1.37252171
 1.34933263 1.32716281 1.30597627 1.28573849 1.26641641 1.24797843
 1.23039436 1.2136354  1.19767414 1.18248449 1.1680417  1.15432224
 1.14130386 1.12896547 1.11728718 1.1062502  1.09583683 1.08603046
 1.07681546 1.06817723 1.06010211 1.0525774  1.04559128 1.03913282
 1.03319197 1.02775947 1.02282692 1.01838669 1.01443193 1.01095656
 1.00795525 1.0054234  1.00335714 1.0017533  1.00060945 0.99992384
 0.99969541 0.99992384 1.00060945 1.0017533  1.00335714 1.0054234
 1.00795525 1.01095656 1.01443193 1.01838669 1.02282692 1.02775947
 1.03319197 1.03913282 1.04559128 1.0525774  1.06010211 1.06817723
 1.07681546 1.08603046 1.09583683 1.1062502  1.11728718 1.12896547
 1.14130386 1.15432224 1.1680417  1.18248449 1.19767414 1.2136354
 1.23039436 1.24797843 1.26641641 1.28573849 1.30597627 1.32716281
 1.34933263 1.37252171 1.39676748 1.42210883 1.44858606 1.47624085
 1.50511617 1.53525623 1.5667063  1.59951266 1.63372231 1.66938282
 1.70654199 1.74524757 1.78554683 1.8274861  1.87111017 1.91646173
 1.96358051 2.0125025  2.06325889 2.115875   2.17036893 2.2267502
 2.28501809 2.34515991 2.40714907 2.47094296 2.53648075 2.60368099
 2.67243916 2.74262519 2.8140809  2.88661764 2.96001405 3.03401411
 3.1083256  3.1826192  3.25652817 3.32964907 3.40154339 3.47174045
 3.53974155 3.60502556 3.66705586 3.72528874 3.77918295 3.82821034
 3.87186727 3.90968627 3.94124773 3.96619084 3.9842236  3.99513107
 3.99878165]",,
0.0,[4.],4.0,"[4.         3.9963483  3.98543751 3.96739926 3.94244854 3.91087748
 3.87304695 3.82937672 3.78033439 3.72642376 3.66817314 3.60612393
 3.54082004 3.47279822 3.40257977 3.33066354 3.25752037 3.18358888
 3.10927265 3.03493851 2.96091591 2.88749713 2.81493829 2.74346081
 2.6732534  2.60447428 2.53725356 2.47169581 2.40788248 2.34587443
 2.28571429 2.22742864 2.1710302  2.11651966 2.06388752 2.01311566
 1.96417877 1.91704563 1.87168026 1.82804289 1.78609085 1.74577931
 1.70706194 1.66989144 1.63422007 1.6        1.56718365 1.53572399
 1.50557475 1.47669063 1.44902742 1.42254212 1.39719305 1.37293989
 1.34974375 1.32756717 1.30637417 1.28613023 1.26680226 1.24835866
 1.23076923 1.21400517 1.19803904 1.18284477 1.16839758 1.15467394
 1.14165159 1.12930944 1.11762759 1.10658725 1.09617071 1.08636135
 1.07714354 1.06850268 1.06042511 1.0528981  1.04590985 1.03944943
 1.03350676 1.02807261 1.02313855 1.01869697 1.014741   1.01126458
 1.00826236 1.00572974 1.00366284 1.00205852 1.00091432 1.00022849
 1.         1.00022849 1.00091432 1.00205852 1.00366284 1.00572974
 1.00826236 1.01126458 1.014741   1.01869697 1.02313855 1.02807261
 1.03350676 1.03944943 1.04590985 1.0528981  1.06042511 1.06850268
 1.07714354 1.08636135 1.09617071 1.10658725 1.11762759 1.12930944
 1.14165159 1.15467394 1.16839758 1.18284477 1.19803904 1.21400517
 1.23076923 1.24835866 1.26680226 1.28613023 1.30637417 1.32756717
 1.34974375 1.37293989 1.39719305 1.42254212 1.44902742 1.47669063
 1.50557475 1.53572399 1.56718365 1.6        1.63422007 1.66989144
 1.70706194 1.74577931 1.78609085 1.82804289 1.87168026 1.91704563
 1.96417877 2.01311566 2.06388752 2.11651966 2.1710302  2.22742864
 2.28571429 2.34587443 2.40788248 2.47169581 2.53725356 2.60447428
 2.6732534  2.74346081 2.81493829 2.88749713 2.96091591 3.03493851
 3.10927265 3.18358888 3.25752037 3.33066354 3.40257977 3.47279822
 3.54082004 3.60612393 3.66817314 3.72642376 3.78033439 3.82937672
 3.87304695 3.91087748 3.94244854 3.96739926 3.98543751 3.9963483
 4.        ]",3.8138872845363894,3.7857596899426333
1.0,[3.99878165],3.9990862405286447,"[3.99878165 3.99513107 3.9842236  3.96619084 3.94124773 3.90968627
 3.87186727 3.82821034 3.77918295 3.72528874 3.66705586 3.60502556
 3.53974155 3.47174045 3.40154339 3.32964907 3.25652817 3.1826192
 3.1083256  3.03401411 2.96001405 2.88661764 2.8140809  2.74262519
 2.67243916 2.60368099 2.53648075 2.47094296 2.40714907 2.34515991
 2.28501809 2.2267502  2.17036893 2.115875   2.06325889 2.0125025
 1.96358051 1.91646173 1.87111017 1.8274861  1.78554683 1.74524757
 1.70654199 1.66938282 1.63372231 1.59951266 1.5667063  1.53525623
 1.50511617 1.47624085 1.44858606 1.42210883 1.39676748 1.37252171
 1.34933263 1.32716281 1.30597627 1.28573849 1.26641641 1.24797843
 1.23039436 1.2136354  1.19767414 1.18248449 1.1680417  1.15432224
 1.14130386 1.12896547 1.11728718 1.1062502  1.09583683 1.08603046
 1.07681546 1.06817723 1.06010211 1.0525774  1.04559128 1.03913282
 1.03319197 1.02775947 1.02282692 1.01838669 1.01443193 1.01095656
 1.00795525 1.0054234  1.00335714 1.0017533  1.00060945 0.99992384
 0.99969541 0.99992384 1.00060945 1.0017533  1.00335714 1.0054234
 1.00795525 1.01095656 1.01443193 1.01838669 1.02282692 1.02775947
 1.03319197 1.03913282 1.04559128 1.0525774  1.06010211 1.06817723
 1.07681546 1.08603046 1.09583683 1.1062502  1.11728718 1.12896547
 1.14130386 1.15432224 1.1680417  1.18248449 1.19767414 1.2136354
 1.23039436 1.24797843 1.26641641 1.28573849 1.30597627 1.32716281
 1.34933263 1.37252171 1.39676748 1.42210883 1.44858606 1.47624085
 1.50511617 1.53525623 1.5667063  1.59951266 1.63372231 1.66938282
 1.70654199 1.74524757 1.78554683 1.8274861  1.87111017 1.91646173
 1.96358051 2.0125025  2.06325889 2.115875   2.17036893 2.2267502
 2.28501809 2.34515991 2.40714907 2.47094296 2.53648075 2.60368099
 2.67243916 2.74262519 2.8140809  2.88661764 2.96001405 3.03401411
 3.1083256  3.1826192  3.25652817 3.32964907 3.40154339 3.47174045
 3.53974155 3.60502556 3.66705586 3.72528874 3.77918295 3.82821034
 3.87186727 3.90968627 3.94124773 3.96619084 3.9842236  3.99513107
 3.99878165]",,
2.0,[3.9951281],3.9963460753897353,"[3.9951281  3.99148085 3.98058335 3.96256707 3.93764674 3.90611412
 3.86832967 3.82471263 3.77573003 3.72188507 3.66370539 3.60173176
 3.53650741 3.46856844 3.39843551 3.32660688 3.25355279 3.17971135
 3.10548563 3.03124203 2.95730958 2.88398023 2.81150976 2.74011934
 2.66999745 2.60130209 2.53416325 2.46868534 2.40494974 2.34301722
 2.28293034 2.22471569 2.16838594 2.11394179 2.06137376 2.01066374
 1.96178645 1.91471072 1.8694006  1.82581638 1.78391544 1.743653
 1.70498278 1.66785756 1.63222964 1.59805124 1.56527486 1.53385351
 1.503741   1.47489206 1.44726254 1.4208095  1.3954913  1.37126768
 1.34809979 1.32595023 1.30478304 1.28456375 1.26525933 1.24683819
 1.22927018 1.21252654 1.19657986 1.1814041  1.1669745  1.15326758
 1.14026109 1.12793397 1.11626635 1.10523945 1.0948356  1.08503819
 1.07583161 1.06720127 1.05913353 1.0516157  1.04463596 1.0381834
 1.03224797 1.02682044 1.02189239 1.01745622 1.01350508 1.01003289
 1.00703432 1.00450478 1.00244041 1.00083804 0.99969523 0.99901024
 0.99878203 0.99901024 0.99969523 1.00083804 1.00244041 1.00450478
 1.00703432 1.01003289 1.01350508 1.01745622 1.02189239 1.02682044
 1.03224797 1.0381834  1.04463596 1.0516157  1.05913353 1.06720127
 1.07583161 1.08503819 1.0948356  1.10523945 1.11626635 1.12793397
 1.14026109 1.15326758 1.1669745  1.1814041  1.19657986 1.21252654
 1.22927018 1.24683819 1.26525933 1.28456375 1.30478304 1.32595023
 1.34809979 1.37126768 1.3954913  1.4208095  1.44726254 1.47489206
 1.503741   1.53385351 1.56527486 1.59805124 1.63222964 1.66785756
 1.70498278 1.743653   1.78391544 1.82581638 1.8694006  1.91471072
 1.96178645 2.01066374 2.06137376 2.11394179 2.16838594 2.22471569
 2.28293034 2.34301722 2.40494974 2.46868534 2.53416325 2.60130209
 2.66999745 2.74011934 2.81150976 2.88398023 2.95730958 3.03124203
 3.10548563 3.17971135 3.25355279 3.32660688 3.39843551 3.46856844
 3.53650741 3.60173176 3.66370539 3.72188507 3.77573003 3.82471263
 3.86832967 3.90611412 3.93764674 3.96256707 3.98058335 3.99148085
 3.9951281 ]",,
3.0,[3.98904379],3.99178284305241,"[3.98904379 3.98540209 3.97452119 3.95653234 3.93164997 3.90016538
 3.86243847 3.81888786 3.76997985 3.71621689 3.65812582 3.59624657
 3.53112154 3.46328604 3.39325993 3.32154068 3.24859785 3.17486886
 3.10075619 3.02662565 2.9528058  2.87958813 2.80722802 2.73594633
 2.66593122 2.59734049 2.53030389 2.4649257  2.40128716 2.33944896
 2.27945359 2.2213276  2.16508363 2.1107224  2.05823443 2.00760164
 1.95879878 1.91179475 1.86655363 1.82303579 1.78119866 1.74099753
 1.7023862  1.66531752 1.62974386 1.59561752 1.56289105 1.53151756
 1.5014509  1.4726459  1.44505846 1.4186457  1.39336606 1.36917933
 1.34604673 1.3239309  1.30279595 1.28260745 1.26333243 1.24493934
 1.22739809 1.21067994 1.19475755 1.1796049  1.16519727 1.15151123
 1.13852454 1.12621621 1.11456635 1.10355625 1.09316824 1.08338575
 1.07419319 1.06557599 1.05752055 1.05001416 1.04304505 1.03660232
 1.03067593 1.02525666 1.02033612 1.0159067  1.01196158 1.00849467
 1.00550067 1.00297499 1.00091376 0.99931383 0.99817276 0.99748881
 0.99726095 0.99748881 0.99817276 0.99931383 1.00091376 1.00297499
 1.00550067 1.00849467 1.01196158 1.0159067  1.02033612 1.02525666
 1.03067593 1.03660232 1.04304505 1.05001416 1.05752055 1.06557599
 1.07419319 1.08338575 1.09316824 1.10355625 1.11456635 1.12621621
 1.13852454 1.15151123 1.16519727 1.1796049  1.19475755 1.21067994
 1.22739809 1.24493934 1.26333243 1.28260745 1.30279595 1.3239309
 1.34604673 1.36917933 1.39336606 1.4186457  1.44505846 1.4726459
 1.5014509  1.53151756 1.56289105 1.59561752 1.62974386 1.66531752
 1.7023862  1.74099753 1.78119866 1.82303579 1.86655363 1.91179475
 1.95879878 2.00760164 2.05823443 2.1107224  2.16508363 2.2213276
 2.27945359 2.33944896 2.40128716 2.4649257  2.53030389 2.59734049
 2.66593122 2.73594633 2.80722802 2.87958813 2.9528058  3.02662565
 3.10075619 3.17486886 3.24859785 3.32154068 3.39325993 3.46328604
 3.53112154 3.59624657 3.65812582 3.71621689 3.76997985 3.81888786
 3.86243847 3.90016538 3.93164997 3.95653234 3.97452119 3.98540209
 3.98904379]",,
4.0,[3.98053614],3.9854021031123548,"[3.98053614 3.97690221 3.96604451 3.94809403 3.92326472 3.89184728
 3.85420083 3.8107431  3.76193941 3.70829111 3.65032393 3.58857666
 3.52359053 3.4558997  3.38602293 3.31445665 3.24166939 3.16809764
 3.09414303 3.0201706  2.94650819 2.87344667 2.80124089 2.73011122
 2.66024544 2.59180099 2.52490737 2.45966862 2.3961658  2.33445949
 2.27459208 2.21659005 2.16046604 2.10622075 2.05384472 2.00331991
 1.95462115 1.90771736 1.86257273 1.8191477  1.7773998  1.73728441
 1.69875543 1.66176581 1.62626802 1.59221445 1.55955779 1.52825121
 1.49824868 1.46950511 1.4419765  1.41562008 1.39039435 1.36625921
 1.34317594 1.32110728 1.3000174  1.27987196 1.26063805 1.24228419
 1.22478035 1.20809786 1.19220943 1.17708909 1.16271219 1.14905534
 1.13609635 1.12381426 1.11218926 1.10120263 1.09083678 1.08107515
 1.0719022  1.06330338 1.05526511 1.04777473 1.04082049 1.0343915
 1.02847775 1.02307004 1.01815999 1.01374002 1.00980331 1.0063438
 1.00335619 1.00083589 0.99877905 0.99718254 0.9960439  0.99536141
 0.99513403 0.99536141 0.9960439  0.99718254 0.99877905 1.00083589
 1.00335619 1.0063438  1.00980331 1.01374002 1.01815999 1.02307004
 1.02847775 1.0343915  1.04082049 1.04777473 1.05526511 1.06330338
 1.0719022  1.08107515 1.09083678 1.10120263 1.11218926 1.12381426
 1.13609635 1.14905534 1.16271219 1.17708909 1.19220943 1.20809786
 1.22478035 1.24228419 1.26063805 1.27987196 1.3000174  1.32110728
 1.34317594 1.36625921 1.39039435 1.41562008 1.4419765  1.46950511
 1.49824868 1.52825121 1.55955779 1.59221445 1.62626802 1.66176581
 1.69875543 1.73728441 1.7773998  1.8191477  1.86257273 1.90771736
 1.95462115 2.00331991 2.05384472 2.10622075 2.16046604 2.21659005
 2.27459208 2.33445949 2.3961658  2.45966862 2.52490737 2.59180099
 2.66024544 2.73011122 2.80124089 2.87344667 2.94650819 3.0201706
 3.09414303 3.16809764 3.24166939 3.31445665 3.38602293 3.4558997
 3.52359053 3.58857666 3.65032393 3.70829111 3.76193941 3.8107431
 3.85420083 3.89184728 3.92326472 3.94809403 3.96604451 3.97690221
 3.98053614]",,
5.0,[3.96961551],3.9772116295183118,"[3.96961551 3.96599154 3.95516364 3.9372624  3.91250122 3.88116997
 3.8436268  3.8002883  3.7516185  3.69811738 3.64030924 3.57873137
 3.51392353 3.44641841 3.37673335 3.30536341 3.23277584 3.15940594
 3.08565423 3.01188474 2.93842442 2.86556335 2.79355567 2.72262114
 2.65294704 2.58469037 2.51798027 2.4529205  2.3895919  2.32805488
 2.26835172 2.21050882 2.15453879 2.10044232 2.04820998 1.99782379
 1.94925863 1.90248352 1.85746275 1.81415685 1.77252349 1.73251816
 1.69409488 1.65720674 1.62180634 1.5878462  1.55527913 1.52405844
 1.49413822 1.46547351 1.43802043 1.41173631 1.38657979 1.36251087
 1.33949093 1.31748281 1.29645079 1.27636062 1.25717948 1.23887598
 1.22142016 1.20478343 1.18893859 1.17385974 1.15952228 1.14590289
 1.13297946 1.12073107 1.10913796 1.09818147 1.08784406 1.07810921
 1.06896143 1.0603862  1.05236999 1.04490016 1.03796499 1.03155364
 1.02565611 1.02026324 1.01536666 1.01095882 1.00703291 1.00358289
 1.00060347 0.99809009 0.99603889 0.99444676 0.99331125 0.99263063
 0.99240388 0.99263063 0.99331125 0.99444676 0.99603889 0.99809009
 1.00060347 1.00358289 1.00703291 1.01095882 1.01536666 1.02026324
 1.02565611 1.03155364 1.03796499 1.04490016 1.05236999 1.0603862
 1.06896143 1.07810921 1.08784406 1.09818147 1.10913796 1.12073107
 1.13297946 1.14590289 1.15952228 1.17385974 1.18893859 1.20478343
 1.22142016 1.23887598 1.25717948 1.27636062 1.29645079 1.31748281
 1.33949093 1.36251087 1.38657979 1.41173631 1.43802043 1.46547351
 1.49413822 1.52405844 1.55527913 1.5878462  1.62180634 1.65720674
 1.69409488 1.73251816 1.77252349 1.81415685 1.85746275 1.90248352
 1.94925863 1.99782379 2.04820998 2.10044232 2.15453879 2.21050882
 2.26835172 2.32805488 2.3895919  2.4529205  2.51798027 2.58469037
 2.65294704 2.72262114 2.79355567 2.86556335 2.93842442 3.01188474
 3.08565423 3.15940594 3.23277584 3.30536341 3.37673335 3.44641841
 3.51392353 3.57873137 3.64030924 3.69811738 3.7516185  3.8002883
 3.8436268  3.88116997 3.91250122 3.9372624  3.95516364 3.96599154
 3.96961551]",,
6.0,[3.9562952],3.967221401100708,"[3.9562952  3.9526834  3.94189183 3.92405066 3.89937256 3.86814645
 3.83072926 3.78753618 3.7390297  3.68570811 3.62809395 3.5667227
 3.50213233 3.43485373 3.36540251 3.29427205 3.22192805 3.14880435
 3.07530011 3.00177816 2.92856435 2.85594776 2.78418171 2.71348521
 2.6440449  2.57601727 2.50953102 2.44468956 2.38157347 2.32024294
 2.26074012 2.20309131 2.14730909 2.09339414 2.04133708 1.99111996
 1.94271776 1.89609961 1.85122991 1.80806933 1.76657567 1.72670458
 1.68841024 1.65164588 1.61636426 1.58251808 1.55006029 1.51894436
 1.48912454 1.46055601 1.43319505 1.40699914 1.38192704 1.35793887
 1.33499618 1.31306191 1.29210047 1.27207771 1.25296093 1.23471885
 1.2173216  1.2007407  1.18494903 1.16992077 1.15563143 1.14205774
 1.12917768 1.11697038 1.10541617 1.09449645 1.08419373 1.07449155
 1.06537446 1.05682801 1.04883869 1.04139392 1.03448203 1.02809219
 1.02221446 1.01683968 1.01195954 1.00756648 1.00365374 1.0002153
 0.99724588 0.99474093 0.99269662 0.99110983 0.98997813 0.9892998
 0.9890738  0.9892998  0.98997813 0.99110983 0.99269662 0.99474093
 0.99724588 1.0002153  1.00365374 1.00756648 1.01195954 1.01683968
 1.02221446 1.02809219 1.03448203 1.04139392 1.04883869 1.05682801
 1.06537446 1.07449155 1.08419373 1.09449645 1.10541617 1.11697038
 1.12917768 1.14205774 1.15563143 1.16992077 1.18494903 1.2007407
 1.2173216  1.23471885 1.25296093 1.27207771 1.29210047 1.31306191
 1.33499618 1.35793887 1.38192704 1.40699914 1.43319505 1.46055601
 1.48912454 1.51894436 1.55006029 1.58251808 1.61636426 1.65164588
 1.68841024 1.72670458 1.76657567 1.80806933 1.85122991 1.89609961
 1.94271776 1.99111996 2.04133708 2.09339414 2.14730909 2.20309131
 2.26074012 2.32024294 2.38157347 2.44468956 2.50953102 2.57601727
 2.6440449  2.71348521 2.78418171 2.85594776 2.92856435 3.00177816
 3.07530011 3.14880435 3.22192805 3.29427205 3.36540251 3.43485373
 3.50213233 3.5667227  3.62809395 3.68570811 3.7390297  3.78753618
 3.83072926 3.86814645 3.89937256 3.92405066 3.94189183 3.9526834
 3.9562952 ]",3.9360924173031564,3.7550265320331593
