state,pc1,pc2,pc3,shape,color
color,-0.721328862798773,8.775485061120531e-15,1.5024616594641102e-16,0.0,0.0
color,-0.6521059721704942,-0.054660994922399994,0.04436163097688401,0.0,0.1
color,-0.5828830815422155,-0.10932198984480877,0.08872326195376787,0.0,0.2
color,-0.5136601909139367,-0.16398298476721765,0.13308489293065184,0.0,0.3
color,-0.4444373002856579,-0.21864397968962632,0.17744652390753557,0.0,0.4
color,-0.37521440965737923,-0.27330497461203535,0.2218081548844197,0.0,0.5
color,-0.3059915190291003,-0.32796596953444407,0.2661697858613036,0.0,0.6
color,-0.2367686284008217,-0.382626964456853,0.31053141683818725,0.0,0.7
color,-0.1675457377725429,-0.4372879593792614,0.354893047815071,0.0,0.8
color,-0.09832284714426409,-0.49194895430167024,0.39925467879195525,0.0,0.9
color,-0.029099956515985514,-0.5466099492240795,0.4436163097688393,0.0,1.0
color,-0.6501674434562902,0.07556708537184502,0.011334298940240503,0.1,0.0
color,-0.5809445528280114,0.020906090449436206,0.055695929917124354,0.1,0.1
color,-0.5117216621997326,-0.033754904472972504,0.10005756089400851,0.1,0.2
color,-0.4424987715714541,-0.08841589939538136,0.14441919187089244,0.1,0.3
color,-0.37327588094317515,-0.1430768943177902,0.18878082284777617,0.1,0.4
color,-0.3040529903148963,-0.1977378892401991,0.23314245382466028,0.1,0.5
color,-0.23483009968661778,-0.2523988841626077,0.2775040848015435,0.1,0.6
color,-0.16560720905833926,-0.30705987908501636,0.32186571577842765,0.1,0.7
color,-0.0963843184300599,-0.3617208740074254,0.36622734675531105,0.1,0.8
color,-0.0271614278017811,-0.41638186892983414,0.4105889777321954,0.1,0.9
color,0.0420614628264977,-0.471042863852243,0.45495060870908005,0.1,1.0
color,-0.5790060241138073,0.15113417074368127,0.022668597880480854,0.2,0.0
color,-0.5097831334855285,0.09647317582127243,0.06703022885736484,0.2,0.1
color,-0.44056024285724976,0.04181218089886364,0.11139185983424855,0.2,0.2
color,-0.371337352228971,-0.01284881402354511,0.15575349081113268,0.2,0.3
color,-0.30211446160069216,-0.06750980894595379,0.20011512178801685,0.2,0.4
color,-0.23289157097241386,-0.12217080386836275,0.2444767527649006,0.2,0.5
color,-0.1636686803441353,-0.1768317987907715,0.2888383837417848,0.2,0.6
color,-0.09444578971585627,-0.2314927937131804,0.33320001471866834,0.2,0.7
color,-0.025222899087577355,-0.28615378863558916,0.37756164569555223,0.2,0.8
color,0.04399999154070122,-0.3408147835579982,0.4219232766724363,0.2,0.9
color,0.11322288216898035,-0.395475778480407,0.46628490764932046,0.2,1.0
color,-0.5078446047713245,0.2267012561155174,0.03400289682072113,0.3,0.0
color,-0.43862171414304574,0.1720402611931086,0.0783645277976051,0.3,0.1
color,-0.3693988235147672,0.11737926627069986,0.1227261587744893,0.3,0.2
