neuron,selectivity_shape_minus_color,g_color,g_shape,ratio_color_over_shape_gopt_adjusted
0,-0.4920055924800113,1.0051149216403725,1.0028561461584333,0.0022523424626648136
1,-0.11910965450321082,0.9889401370371375,0.9759578336737685,0.013302115025284111
2,-0.35356354512903876,1.0189891651278489,1.0080279746401137,0.010873895133354461
3,-0.026344981710402726,1.0398917134945143,1.0001300811658702,0.039756460761837475
4,-0.36547740082160146,0.8460446111640396,1.0318396727297,-0.1800619480679253
5,-0.7832060545165329,0.9822429765150198,1.0996439914653697,-0.10676274854536905
6,0.021817189458805286,1.027332794310994,1.0136660891934566,0.013482452716158333
7,-0.049714360892547396,1.0419798444537447,1.1687888706291487,-0.1084960931455784
8,-0.9466940478712849,1.208846180315157,1.2389935636002387,-0.024332154880172152
9,-0.6439681980487164,0.962274650162316,0.9689283968276712,-0.006867119063837079
10,-0.03852742196397618,0.9065922502539719,0.9940138013094239,-0.08794802540991153
11,-0.2140291211155705,0.9982902900596392,0.9740692514392536,0.024865828158082692
12,-0.7401410580068941,1.0616834948338705,1.0891051235805607,-0.025178128495542462
13,0.11543660853784751,0.9812236697342183,1.0646866200909315,-0.07839203459653377
14,-0.8099151608466059,0.9714011745473152,1.0281544996715735,-0.055199218738362754
15,-0.6324204600336175,0.9568350359266136,1.0022077890603733,-0.045272800340390607
16,-0.025489333196627467,1.025138791071625,0.9993917319068034,0.025762729811333873
17,0.14632059716945314,1.0097665363699526,0.9909042829012153,0.019035394027657748
18,-0.6248898925348287,1.0462290538424588,1.1369142233858065,-0.07976430207126928
19,-0.04355261075806943,0.9916670334817341,1.0125698102274028,-0.020643294451919147
20,-0.30114224054661115,1.0376826271130783,1.0745871609108488,-0.03434298783772449
21,-0.5788532383936826,1.0146025963915606,1.0119745382216379,0.002596960763991518
22,-0.22466210615704935,0.9959876097821113,0.9543998942190541,0.043574727758161735
23,0.12404679768578102,1.0763003584878708,1.0284391693601236,0.04653769571755917
24,0.11171707513798895,1.095816530144146,1.0023739004079126,0.09322133157907841
25,-0.0026633765445076008,1.0014752876348647,0.9941924990724555,0.007325330425643539
26,-0.34974396206017466,1.0629480366857154,0.9258945361729004,0.14802279866470003
27,-0.5456191019902163,1.0018939701378569,1.094071292088508,-0.08425165948245172
28,-0.03146476106648899,1.0711194549872394,1.0917945660260875,-0.01893681438082484
29,-0.17587906041697418,0.9837710786715232,1.041423570373829,-0.055359311371794284
30,-0.7550692880063861,0.9829995408739847,0.9843430407770881,-0.0013648696109452851
31,0.17695126144421022,1.1131551665365709,1.069399820806825,0.040915796765977674
32,-0.5596271320869735,0.9401507093543388,0.9987618656480827,-0.058683814740617124
33,-0.0679761050980559,0.9522967799277828,1.0004488028709442,-0.04813042187159755
34,-0.1748915714887161,0.9175538264559635,1.0678408386271718,-0.14073915019421657
