state,pc1,pc2,pc3,shape,color
color,4.661945653763739,-1.807280476670222,1.2004806234213715e-16,0.0,0.0
color,4.2718613009231605,-0.6076773354787469,0.008893183113339712,0.0,0.167
color,3.8841127825307327,0.5847425533702637,0.017733113633185894,0.0,0.333
color,3.494028429690157,1.7843456945617386,0.02662629674652513,0.0,0.5
color,3.1039440768495794,2.9839488357532145,0.03551947985986407,0.0,0.667
color,2.716195558457149,4.1763687246022245,0.044359410379710404,0.0,0.833
color,2.3261112056165723,5.375971865793701,0.05325259349305022,0.0,1.0
color,3.5219768968316782,-2.3256690428063522,0.023811065721989506,0.167,0.0
color,3.1318925439910994,-1.1260659016148782,0.0327042488353291,0.167,0.167
color,2.74414402559867,0.06635398723413259,0.041544179355175404,0.167,0.333
color,2.354059672758096,1.2659571284256073,0.0504373624685147,0.167,0.5
color,1.9639753199175176,2.465560269617082,0.059330545581854355,0.167,0.667
color,1.576226801525089,3.6579801584660925,0.06817047610170027,0.167,0.833
color,1.1861424486845131,4.857583299657568,0.07706365921504006,0.167,1.0
color,2.3888343001207666,-2.840953485791969,0.04747955021211103,0.333,0.0
color,1.9987499472801904,-1.6413503446004931,0.056372733325450015,0.333,0.167
color,1.611001428887761,-0.44893045575148277,0.0652126638452965,0.333,0.333
color,1.2209170760471837,0.7506726854399914,0.07410584695863563,0.333,0.5
color,0.8308327232066075,1.9502758266314668,0.0829990300719747,0.333,0.667
color,0.4430842048141789,3.1426957154804778,0.09183896059182096,0.333,0.833
color,0.052999851973602,4.342298856671954,0.1007321437051596,0.333,1.0
color,1.248865543188707,-3.359342051928099,0.07129061593410012,0.5,0.0
color,0.8587811903481293,-2.159738910736625,0.08018379904743946,0.5,0.167
color,0.47103267195570003,-0.9673190218876131,0.0890237295672856,0.5,0.333
color,0.0809483191151239,0.23228411930386042,0.09791691268062523,0.5,0.5
color,-0.3091360337254534,1.431887260495335,0.10681009579396399,0.5,0.667
color,-0.6968845521178821,2.624307149344348,0.11565002631381033,0.5,0.833
color,-1.0869689049584583,3.8239102905358213,0.12454320942714972,0.5,1.0
color,0.10889678625664453,-3.8777306180642284,0.09510168165609015,0.667,0.0
color,-0.28118756658393074,-2.6781274768727554,0.103994864769429,0.667,0.167
color,-0.6689360849763606,-1.4857075880237445,0.11283479528927526,0.667,0.333
color,-1.0590204378169368,-0.2861044468322688,0.12172797840261466,0.667,0.5
color,-1.4491047906575134,0.9134986943592056,0.13062116151595313,0.667,0.667
color,-1.8368533090499437,2.1059185832082132,0.1394610920358002,0.667,0.833
color,-2.2269376618905197,3.3055217243996915,0.14835427514913913,0.667,1.0
color,-1.0242458104542647,-4.393015061049843,0.118770166146211,0.833,0.0
color,-1.4143301632948406,-3.1934119198583697,0.12766334925955056,0.833,0.167
color,-1.802078681687272,-2.00099203100936,0.1365032797793963,0.833,0.333
